idx,mcu_ms,host_ms,val
0,3017,1764592077419,746
1,3387,1764592077789,641
2,3747,1764592078149,740
3,4107,1764592078509,744
4,4467,1764592078869,789
5,4827,1764592079229,726
6,5187,1764592079589,731
7,5547,1764592079949,680
8,5907,1764592080309,777
9,6267,1764592080669,676
10,6627,1764592081029,612
11,6987,1764592081389,641
12,7347,1764592081749,592
13,7707,1764592082109,595
14,8067,1764592082469,599
15,8427,1764592082829,673
16,8787,1764592083189,863
17,9147,1764592083549,904
18,9507,1764592083909,829
19,9867,1764592084269,873
20,10227,1764592084629,771
21,10587,1764592084989,657
22,10947,1764592085349,666
23,11307,1764592085709,698
24,11667,1764592086069,685
25,12027,1764592086429,786
26,12387,1764592086789,716
27,12747,1764592087149,790
28,13107,1764592087509,833
29,13467,1764592087869,543
30,13827,1764592088229,607
31,14187,1764592088589,7468
32,14547,1764592088949,9300
33,14907,1764592089309,7938
34,15267,1764592089669,9012
35,15627,1764592090029,8875
36,15987,1764592090389,8489
37,16347,1764592090749,8842
38,16707,1764592091109,9476
39,17067,1764592091469,9266
40,17427,1764592091829,9005
41,17787,1764592092189,9102
42,18147,1764592092549,9124
43,18507,1764592092909,9432
44,18867,1764592093269,9808
45,19227,1764592093629,10154
46,19587,1764592093989,10181
47,19947,1764592094349,10292
48,20307,1764592094709,10573
49,20667,1764592095069,9871
50,21027,1764592095429,10617
51,21387,1764592095789,10059
52,21747,1764592096149,7731
53,22107,1764592096509,33902
54,22467,1764592096869,43890
55,22827,1764592097229,24716
56,23187,1764592097589,57540
57,23547,1764592097949,8972
58,23907,1764592098309,70086
59,24267,1764592098669,7375
60,24627,1764592099029,70532
61,24987,1764592099389,9168
62,25347,1764592099749,56682
63,25707,1764592100109,27643
64,26067,1764592100469,39388
65,26427,1764592100829,50608
66,26787,1764592101189,22723
67,27147,1764592101549,71326
68,27507,1764592101909,3140
69,27867,1764592102269,65036
70,28227,1764592102629,19853
71,28587,1764592102989,40702
72,28947,1764592103349,55531
73,29307,1764592103709,7885
74,29667,1764592104069,74604
75,30027,1764592104429,4026
76,30387,1764592104789,51984
77,30747,1764592105149,43013
78,31107,1764592105509,17012
79,31467,1764592105869,63377
80,31827,1764592106229,4538
81,32187,1764592106589,61765
82,32547,1764592106949,23219
83,32907,1764592107309,37904
84,33267,1764592107669,57996
85,33627,1764592108029,9113
86,33987,1764592108389,69591
87,34347,1764592108749,11832
88,34707,1764592109109,46944
89,35067,1764592109469,53166
90,35427,1764592109829,14076
91,35787,1764592110189,68851
92,36147,1764592110549,10214
93,36507,1764592110909,44374
94,36867,1764592111269,54493
95,37227,1764592111629,8814
96,37587,1764592111989,69937
97,37947,1764592112349,17454
98,38307,1764592112709,40437
99,38667,1764592113069,55825
100,39027,1764592113429,11578
101,39387,1764592113789,71563
102,39747,1764592114149,12567
103,40107,1764592114509,44211
104,40467,1764592114869,51176
105,40827,1764592115229,12539
106,41187,1764592115589,68792
107,41547,1764592115949,12107
108,41907,1764592116309,42136
109,42267,1764592116669,57906
110,42627,1764592117029,15317
111,42987,1764592117389,68194
112,43347,1764592117749,23558
113,43707,1764592118109,36408
114,44067,1764592118469,59693
115,44427,1764592118829,6931
116,44787,1764592119189,62930
117,45147,1764592119549,31088
118,45507,1764592119909,30196
119,45867,1764592120269,61148
120,46227,1764592120629,6653
121,46587,1764592120989,57929
122,46947,1764592121349,43901
123,47307,1764592121709,15727
124,47667,1764592122069,64765
125,48027,1764592122429,7946
126,48387,1764592122789,44698
127,48747,1764592123149,56027
128,49107,1764592123509,10589
129,49467,1764592123869,62459
130,49827,1764592124229,33464
131,50187,1764592124589,24502
132,50547,1764592124949,61722
133,50907,1764592125309,10100
134,51267,1764592125669,43052
135,51627,1764592126029,51344
136,51987,1764592126389,7520
137,52347,1764592126749,63691
138,52707,1764592127109,36511
139,53067,1764592127469,18517
140,53427,1764592127829,65623
141,53787,1764592128189,11805
142,54147,1764592128549,40064
143,54507,1764592128909,54007
144,54867,1764592129269,6762
145,55227,1764592129629,58652
146,55587,1764592129989,35576
147,55947,1764592130349,22509
148,56307,1764592130709,70179
149,56667,1764592131069,13229
150,57027,1764592131429,39564
151,57387,1764592131789,59319
152,57747,1764592132149,8353
153,58107,1764592132509,53690
154,58467,1764592132869,44988
155,58827,1764592133229,16173
156,59187,1764592133589,73644
157,59547,1764592133949,19072
158,59907,1764592134309,37404
159,60267,1764592134669,60945
160,60627,1764592135029,4502
161,60987,1764592135389,57438
162,61347,1764592135749,45474
163,61707,1764592136109,6980
164,62067,1764592136469,66609
165,62427,1764592136829,33071
166,62787,1764592137189,20624
167,63147,1764592137549,73545
168,63507,1764592137909,11563
169,63867,1764592138269,32676
170,64227,1764592138629,66438
171,64587,1764592138989,3692
172,64947,1764592139349,36607
173,65307,1764592139709,62504
174,65667,1764592140069,2947
175,66027,1764592140429,37007
176,66387,1764592140789,62177
177,66747,1764592141149,2291
178,67107,1764592141509,44621
179,67467,1764592141869,61843
180,67827,1764592142229,899
181,68187,1764592142589,1337
182,68547,1764592142949,1374
183,68907,1764592143309,1189
184,69267,1764592143669,1164
185,69627,1764592144029,1003
186,69987,1764592144389,1180
187,70347,1764592144749,1063
188,70707,1764592145109,1144
189,71067,1764592145469,1104
190,71427,1764592145829,1082
191,71787,1764592146189,1142
192,72147,1764592146549,1047
193,72507,1764592146909,1084
194,72867,1764592147269,1127
195,73227,1764592147629,984
196,73587,1764592147989,882
197,73947,1764592148349,949
198,74307,1764592148709,1136
199,74667,1764592149069,979
200,75027,1764592149429,1009
