idx,mcu_ms,host_ms,val
103,353109,1764658271094,5465
104,353469,1764658271454,39226
105,353829,1764658271814,79917
106,354189,1764658272174,16240
107,354549,1764658272534,8299
108,354909,1764658272894,47985
109,355269,1764658273254,72642
110,355629,1764658273614,5352
111,355989,1764658273974,14168
112,356349,1764658274334,73571
113,356709,1764658274694,60879
114,357069,1764658275054,3086
115,357429,1764658275414,26099
116,357789,1764658275774,89799
117,358149,1764658276134,19093
118,358509,1764658276494,6998
119,358869,1764658276854,63617
120,359229,1764658277214,75575
121,359589,1764658277574,3387
122,359949,1764658277934,18094
123,360309,1764658278294,85421
124,360669,1764658278654,48089
125,361029,1764658279014,2020
126,361389,1764658279374,40553
127,361749,1764658279734,92088
128,362109,1764658280094,11245
129,362469,1764658280454,12867
130,362829,1764658280814,78132
131,363189,1764658281174,70263
132,363549,1764658281534,4075
133,363909,1764658281894,34614
134,364269,1764658282254,93111
135,364629,1764658282614,21629
136,364989,1764658282974,6769
137,365349,1764658283334,70197
138,365709,1764658283694,73647
139,366069,1764658284054,4716
140,366429,1764658284414,23033
141,366789,1764658284774,90640
142,367149,1764658285134,31388
143,367509,1764658285494,5231
144,367869,1764658285854,59022
145,368229,1764658286214,80937
146,368589,1764658286574,1926
147,368949,1764658286934,21610
148,369309,1764658287294,84003
149,369669,1764658287654,46452
150,370029,1764658288014,3266
151,370389,1764658288374,45736
152,370749,1764658288734,79602
153,371109,1764658289094,6720
154,371469,1764658289454,15088
155,371829,1764658289814,84500
156,372189,1764658290174,49953
157,372549,1764658290534,1698
158,372909,1764658290894,35905
159,373269,1764658291254,89886
160,373629,1764658291614,16133
161,373989,1764658291974,7254
162,374349,1764658292334,62190
163,374709,1764658292694,75296
164,375069,1764658293054,1813
165,375429,1764658293414,20478
166,375789,1764658293774,83141
167,376149,1764658294134,38690
168,376509,1764658294494,1773
169,376869,1764658294854,40665
170,377229,1764658295214,78598
171,377589,1764658295574,7323
172,377949,1764658295934,7405
173,378309,1764658296294,65861
174,378669,1764658296654,70135
175,379029,1764658297014,1823
176,379389,1764658297374,13643
177,379749,1764658297734,76338
178,380109,1764658298094,47441
179,380469,1764658298454,1340
180,380829,1764658298814,32068
181,381189,1764658299174,87959
182,381549,1764658299534,27393
183,381909,1764658299894,5810
184,382269,1764658300254,45774
185,382629,1764658300614,80571
186,382989,1764658300974,3235
187,383349,1764658301334,9088
188,383709,1764658301694,73006
189,384069,1764658302054,67210
190,384429,1764658302414,1561
191,384789,1764658302774,31121
192,385149,1764658303134,85445
193,385509,1764658303494,23539
194,385869,1764658303854,2188
195,386229,1764658304214,53699
196,386589,1764658304574,73801
197,386949,1764658304934,2311
198,387309,1764658305294,12411
199,387669,1764658305654,72909
200,388029,1764658306014,50271
201,388389,1764658306374,1293
202,388749,1764658306734,29860
203,389109,1764658307094,80871
204,389469,1764658307454,23221
205,389829,1764658307814,1412
206,390189,1764658308174,37242
207,390549,1764658308534,73681
208,390909,1764658308894,8901
209,391269,1764658309254,1982
210,391629,1764658309614,58908
211,391989,1764658309974,68650
212,392349,1764658310334,1664
213,392709,1764658310694,20261
214,393069,1764658311054,77185
215,393429,1764658311414,46453
216,393789,1764658311774,1123
217,394149,1764658312134,27356
218,394509,1764658312494,80842
219,394869,1764658312854,18934
220,395229,1764658313214,1124
221,395589,1764658313574,44364
222,395949,1764658313934,75929
223,396309,1764658314294,3714
224,396669,1764658314654,1180
225,397029,1764658315014,1080
226,397389,1764658315374,1637
227,397749,1764658315734,1574
228,398109,1764658316094,1428
229,398469,1764658316454,1331
230,398829,1764658316814,1461
231,399189,1764658317174,1096
232,399549,1764658317534,1220
233,399909,1764658317894,949
234,400269,1764658318254,1038
235,400629,1764658318614,910
236,400989,1764658318974,965
237,401349,1764658319334,898
238,401709,1764658319694,874
239,402069,1764658320054,988
240,402429,1764658320414,995
241,402789,1764658320774,935
242,403149,1764658321134,965
243,403509,1764658321494,954
244,403869,1764658321854,942
245,404229,1764658322214,1015
246,404589,1764658322574,1114
247,404949,1764658322934,997
