occl_seq_id,cc_index_est,pred_depth_mm,vision_state,reason,timestamp
1,25,67.5133376266511,INVALID,invalid_depth,1764591463.3377337
2,26,67.75309548704962,INVALID,invalid_depth,1764591466.035508
3,29,67.91063170630468,INVALID,invalid_depth,1764591472.6163878
4,32,68.44059479520054,INVALID,invalid_depth,1764591477.6593945
5,33,68.45710103982334,INVALID,invalid_depth,1764591478.721209
6,34,67.82406023096404,INVALID,invalid_depth,1764591479.703164
7,35,68.42732798693574,INVALID,invalid_depth,1764591480.6140044
8,36,68.47762510127181,INVALID,invalid_depth,1764591485.6887205
9,42,68.35201967669063,INVALID,invalid_depth,1764591486.6755986
