idx,mcu_ms,host_ms,val
0,966759,1764594004754,1192
1,967119,1764594005114,1202
2,967479,1764594005474,1197
3,967839,1764594005834,1099
4,968199,1764594006194,1112
5,968559,1764594006554,1099
6,968919,1764594006914,1126
7,969279,1764594007274,1124
8,969639,1764594007634,1133
9,969999,1764594007994,1105
10,970359,1764594008354,1084
11,970719,1764594008714,1109
12,971079,1764594009074,1065
13,971439,1764594009434,1192
14,971799,1764594009794,1201
15,972159,1764594010154,1221
16,972519,1764594010514,1199
17,972879,1764594010874,1139
18,973239,1764594011234,3862
19,973599,1764594011594,13068
20,973959,1764594011954,9541
21,974319,1764594012314,9468
22,974679,1764594012674,9335
23,975039,1764594013034,9892
24,975399,1764594013394,10582
25,975759,1764594013754,9765
26,976119,1764594014114,10429
27,976479,1764594014474,10064
28,976839,1764594014834,9929
29,977199,1764594015194,10303
30,977559,1764594015554,10329
31,977919,1764594015914,10673
32,978279,1764594016274,10446
33,978639,1764594016634,10873
34,978999,1764594016994,11403
35,979359,1764594017354,11596
36,979719,1764594017714,9272
37,980079,1764594018074,49859
38,980439,1764594018434,39152
39,980799,1764594018794,22699
40,981159,1764594019154,58179
41,981519,1764594019514,21820
42,981879,1764594019874,70451
43,982239,1764594020234,2909
44,982599,1764594020594,63594
45,982959,1764594020954,24298
46,983319,1764594021314,4561
47,983679,1764594021674,77928
48,984039,1764594022034,2516
49,984399,1764594022394,48580
50,984759,1764594022754,49681
51,985119,1764594023114,2345
52,985479,1764594023474,76133
53,985839,1764594023834,12770
54,986199,1764594024194,14962
55,986559,1764594024554,78323
56,986919,1764594024914,1784
57,987279,1764594025274,31103
58,987639,1764594025634,72801
59,987999,1764594025994,1149
60,988359,1764594026354,46073
61,988719,1764594026714,62217
62,989079,1764594027074,1771
63,989439,1764594027434,63996
64,989799,1764594027794,43556
65,990159,1764594028154,2794
66,990519,1764594028514,77316
67,990879,1764594028874,14330
68,991239,1764594029234,4417
69,991599,1764594029594,86624
70,991959,1764594029954,2739
71,992319,1764594030314,18373
72,992679,1764594030674,79896
73,993039,1764594031034,2198
74,993399,1764594031394,30716
75,993759,1764594031754,68808
76,994119,1764594032114,1467
77,994479,1764594032474,29925
78,994839,1764594032834,67524
79,995199,1764594033194,1366
80,995559,1764594033554,47078
81,995919,1764594033914,58150
82,996279,1764594034274,1880
83,996639,1764594034634,58912
84,996999,1764594034994,45898
85,997359,1764594035354,1326
86,997719,1764594035714,65259
87,998079,1764594036074,33801
88,998439,1764594036434,2363
89,998799,1764594036794,76563
90,999159,1764594037154,17721
91,999519,1764594037514,2258
92,999879,1764594037874,76590
93,1000239,1764594038234,6914
94,1000599,1764594038594,4855
95,1000959,1764594038954,81030
96,1001319,1764594039314,3211
97,1001679,1764594039674,14649
98,1002039,1764594040034,81508
99,1002399,1764594040394,3491
100,1002759,1764594040754,20564
101,1003119,1764594041114,71073
102,1003479,1764594041474,3256
103,1003839,1764594041834,25838
104,1004199,1764594042194,72884
105,1004559,1764594042554,3065
106,1004919,1764594042914,31213
107,1005279,1764594043274,70618
108,1005639,1764594043634,1668
109,1005999,1764594043994,36322
110,1006359,1764594044354,68609
111,1006719,1764594044714,1132
112,1007079,1764594045074,43755
113,1007439,1764594045434,66391
114,1007799,1764594045794,932
115,1008159,1764594046154,55854
