idx,mcu_ms,host_ms,val
0,408297,1764595452954,807
1,408657,1764595453314,854
2,409017,1764595453674,964
3,409377,1764595454034,965
4,409737,1764595454394,1004
5,410097,1764595454754,888
6,410457,1764595455114,925
7,410817,1764595455474,889
8,411177,1764595455834,892
9,411537,1764595456194,848
10,411897,1764595456554,797
11,412257,1764595456914,844
12,412617,1764595457274,802
13,412977,1764595457634,828
14,413337,1764595457994,750
15,413697,1764595458354,738
16,414057,1764595458714,751
17,414417,1764595459074,827
18,414777,1764595459434,802
19,415137,1764595459794,806
20,415497,1764595460154,842
21,415857,1764595460514,818
22,416217,1764595460874,877
23,416577,1764595461234,861
24,416937,1764595461594,852
25,417297,1764595461954,891
26,417657,1764595462314,781
27,418017,1764595462674,775
28,418377,1764595463034,882
29,418737,1764595463394,862
30,419097,1764595463754,972
31,419457,1764595464114,921
32,419817,1764595464474,1252
33,420177,1764595464834,11288
34,420537,1764595465194,13959
35,420897,1764595465554,14351
36,421257,1764595465914,14421
37,421617,1764595466274,14817
38,421977,1764595466634,14407
39,422337,1764595466994,12311
40,422697,1764595467354,11966
41,423057,1764595467714,12251
42,423417,1764595468074,12620
43,423777,1764595468434,12575
44,424137,1764595468794,12894
45,424497,1764595469154,3742
46,424857,1764595469514,13727
47,425217,1764595469874,90223
48,425577,1764595470234,5593
49,425937,1764595470594,5912
50,426297,1764595470954,90167
51,426657,1764595471314,4414
52,427017,1764595471674,22184
53,427377,1764595472034,84088
54,427737,1764595472394,3238
55,428097,1764595472754,39562
56,428457,1764595473114,70205
57,428817,1764595473474,1998
58,429177,1764595473834,60411
59,429537,1764595474194,54660
60,429897,1764595474554,2242
61,430257,1764595474914,82368
62,430617,1764595475274,32160
63,430977,1764595475634,4593
64,431337,1764595475994,88657
65,431697,1764595476354,13112
66,432057,1764595476714,6994
67,432417,1764595477074,91170
68,432777,1764595477434,9462
69,433137,1764595477794,12470
70,433497,1764595478154,91683
71,433857,1764595478514,7356
72,434217,1764595478874,5852
73,434577,1764595479234,85596
74,434937,1764595479594,9115
75,435297,1764595479954,15041
76,435657,1764595480314,87466
77,436017,1764595480674,2926
78,436377,1764595481034,25135
79,436737,1764595481394,85236
80,437097,1764595481754,3633
81,437457,1764595482114,20409
82,437817,1764595482474,86243
83,438177,1764595482834,2582
84,438537,1764595483194,31566
85,438897,1764595483554,84796
86,439257,1764595483914,2260
87,439617,1764595484274,29063
88,439977,1764595484634,88307
89,440337,1764595484994,2723
90,440697,1764595485354,20544
91,441057,1764595485714,85224
92,441417,1764595486074,3960
93,441777,1764595486434,18519
94,442137,1764595486794,87530
95,442497,1764595487154,3780
96,442857,1764595487514,19857
97,443217,1764595487874,84466
98,443577,1764595488234,4941
99,443937,1764595488594,25810
100,444297,1764595488954,80484
101,444657,1764595489314,3922
102,445017,1764595489674,23554
103,445377,1764595490034,79851
104,445737,1764595490394,3445
105,446097,1764595490754,23518
106,446457,1764595491114,80470
107,446817,1764595491474,3890
108,447177,1764595491834,18145
109,447537,1764595492194,78181
110,447897,1764595492554,3618
111,448257,1764595492914,15823
112,448617,1764595493274,75432
113,448977,1764595493634,3383
114,449337,1764595493994,12740
115,449697,1764595494354,74545
116,450057,1764595494714,4034
117,450417,1764595495074,15006
118,450777,1764595495434,75104
119,451137,1764595495794,3141
120,451497,1764595496154,6397
121,451857,1764595496514,75352
122,452217,1764595496874,3387
123,452577,1764595497234,4143
