frame_idx,timestamp,depth_raw_mm,depth_ema_mm,depth_kf_mm,depth_corr_mm,beta,gamma_boost,velocity_mm_s,motion_mm,gain,offset_mm,cos_tilt
0,1760103009.1706512,0.3815110745513431,0.3815110745513431,0.3815110745513431,0.4005866282789103,0.2,1.05,0.0,0.0,1.0,0.0,0.9993409074812462
1,1760103009.1950157,-0.2335979069585862,-0.17208700880759328,-0.10842520402258715,-0.17434371371668547,0.4,1.1,-0.10068932862706735,0.6151089815099293,1.0,0.0,0.9993409074812462
2,1760103009.227673,-0.08559118368176456,-0.09424076619434743,-0.09627327218068536,-0.09874825960723203,0.253499801062444,1.055393304382288,-0.09627616898611747,0.02283402034082259,1.0,0.0,0.9993409074812462
3,1760103009.2715895,-0.11504116550160334,-0.11296112557087776,-0.11140255583529918,-0.11823503353713029,0.23277850112407414,1.0533230450727535,-0.10043324521383247,0.01876789332091798,1.0,0.0,0.9993409074812462
4,1760103009.2985687,-0.2720558524160383,-0.25614637973152227,-0.23983022919368485,-0.2655694270733351,0.3183302640839634,1.0619012840636006,-0.15168367823153822,0.16065329658073912,1.0,0.0,0.9993409074812462
5,1760103009.3314667,0.04276694123108067,0.012875609134820387,-0.016808809503356642,0.007723639869460114,0.4,1.1,-0.04477166297555485,0.2825971704247655,1.0,0.0,0.9993409074812462
6,1760103009.3678088,-0.09021956515699114,-0.07991004772781,-0.07282880103086062,-0.08438728994037992,0.36284635206967264,1.0663176835038917,-0.07344065983200893,0.0734107556536345,1.0,0.0,0.9993409074812462
7,1760103009.4026287,0.021691020493392752,0.011530913671272479,0.0015720137938353695,0.010581578121024157,0.4,1.1,-0.028816873536545863,0.09451982152425337,1.0,0.0,0.9993409074812462
8,1760103009.436202,-0.5315627615198093,-0.4772533940007011,-0.42252967860154955,-0.4988834819931533,0.4,1.0702371942116646,-0.29680845566510644,0.5331347753136446,1.0,0.0,0.9993409074812462
9,1760103009.4710104,-0.25220041730270165,-0.2747057149725016,-0.29273593000240017,-0.2969025470990404,0.3353759503525187,1.0636281824974283,-0.20130547150310846,0.1703292612988479,1.0,0.0,0.9993409074812462
10,1760103009.4983747,0.09039385562305248,0.05388389856349708,0.013557865912717681,0.04872148797653676,0.4,1.1,0.02770939132148023,0.38312978562545263,1.0,0.0,0.9993409074812462
11,1760103009.5292802,0.051542473931677615,0.05177661639485956,0.04752674748155818,0.05209081428145051,0.34746871209594166,1.0647708981923432,0.05339329499760907,0.037984608018959934,1.0,0.0,0.9993409074812462
12,1760103009.564546,0.3691993774546113,0.33745710134863616,0.3046704637664006,0.3510705324736058,0.3746480182123591,1.0675831020126625,0.2628893142813171,0.3216726299730531,1.0,0.0,0.9993409074812462
13,1760103009.5979717,-0.06348346005219718,-0.023389403912113853,0.014881398391120293,-0.01811099948482737,0.4,1.1,0.005799840201880124,0.3681539238185978,1.0,0.0,0.9993409074812462
14,1760103009.6353192,0.14998843361221523,0.13265064985978234,0.11930905442383379,0.13989283352448162,0.3803047393259311,1.0680752744582092,0.099556723590913,0.13510703522109493,1.0,0.0,0.9993409074812462
15,1760103009.665534,-0.10990298352052373,-0.08564762018249313,-0.06204367969931168,-0.08863677136299572,0.4,1.0917552480131456,-0.07320527261379037,0.22921203794435752,1.0,0.0,0.9993409074812462
16,1760103009.7012932,0.124896308655913,0.1038419157720724,0.08478781603254792,0.10889547955158566,0.4,1.0799778781114335,0.07147909865846425,0.18693998835522468,1.0,0.0,0.9993409074812462
17,1760103009.7299967,0.15650840412139663,0.15124175528646422,0.1439969820824567,0.15639533772602002,0.2918427253423242,1.0592420312330373,0.12835266401047773,0.07172058808884871,1.0,0.0,0.9993409074812462
18,1760103009.768167,0.21004579022750153,0.2041653867333978,0.19785217983445652,0.21240019791351442,0.26315875944165984,1.0563966194771683,0.17943007333861627,0.06604880814504482,1.0,0.0,0.9993409074812462
19,1760103009.803729,0.10254960673902683,0.11271118473846392,0.12299428952714644,0.12300349285858389,0.38600536690231146,1.0686428044463787,0.09392834699434038,0.0953025730954297,1.0,0.0,0.9993409074812462
20,1760103009.8342357,-0.03128775758613185,-0.01688786335367228,-0.0007631986548316538,-0.014270324450086908,0.4,1.1,-0.04351163097113875,0.1542820471132783,1.0,0.0,0.9993409074812462
21,1760103009.862491,0.11220456763274116,0.09929532453409981,0.08785968666511287,0.10444602302652829,0.4,1.0701695659943553,0.05618074680555861,0.11296776628757281,1.0,0.0,0.9993409074812462
22,1760103009.9051259,0.35828018273200113,0.33238169691221103,0.3050666003447016,0.3448998394535809,0.3514031776801793,1.0652749692900716,0.2992256045639473,0.2704204960668882,1.0,0.0,0.9993409074812462
23,1760103009.926704,0.1801300537131648,0.1953552180330694,0.2088187050634402,0.21183136396650676,0.33898316273790485,1.0639780485993493,0.17718294568623577,0.12493654663153683,1.0,0.0,0.9993409074812462
24,1760103009.9736006,0.1045712499592725,0.1136496467666522,0.1250121895775344,0.12502335049491559,0.39948745807688224,1.0699813394707103,0.07243036227108902,0.10424745510416769,1.0,0.0,0.9993409074812462
25,1760103009.99878,0.05545689661325482,0.061276171628594556,0.06870808294149024,0.0681686138586434,0.4,1.0750857123903406,0.002854565762192854,0.06955529296427959,1.0,0.0,0.9993409074812462
26,1760103010.034819,0.18786455771004965,0.17520571910190413,0.1632582015812336,0.1820554175780994,0.32702733758403746,1.0627550584096097,0.11627700268022088,0.11915647476855941,1.0,0.0,0.9993409074812462
