occl_seq_id,cc_index_est,pred_depth_mm,vision_state,reason,timestamp
1,26,66.34362116104649,INVALID,invalid_depth,1764593098.797338
2,29,67.64746666513385,INVALID,invalid_depth,1764593101.1135452
3,33,66.3795838978294,INVALID,invalid_depth,1764593110.372811
4,34,66.3236927194703,INVALID,invalid_depth,1764593113.880658
5,37,67.01094293243204,INVALID,invalid_depth,1764593118.5524557
6,38,67.3072905159179,INVALID,invalid_depth,1764593120.919336
7,41,67.66605420206731,INVALID,invalid_depth,1764593125.7596836
8,45,67.83227883918089,SOFT,static,1764593133.6418345
9,46,66.76242990692802,INVALID,invalid_depth,1764593134.638405
