frame_idx,timestamp_ms,depth_raw_mm,depth_ema_mm,depth_kf_mm,depth_corr_mm,sig_mm,conf,conf_ema,vision_state,has_hand,has_main_hand,velocity_mm_s,motion_mm,gain,offset_mm,cos_tilt
0,1767152616594,0.2682318799440813,0.2682318799440813,0.2682318799440813,0.2682318799440813,0.2682318799440813,0.9691712260246277,0.5815027356147766,ok,True,True,0.0,0.0,1.0,0.0,0.9804841750435145
1,1767152616627,-0.3762342210944407,-0.11844778067903187,-0.07398099907538191,-0.07398099907538191,-0.07398099907538191,0.9655096530914307,0.8119068861007691,ok,True,True,-0.07032993175418845,0.2577864404154088,1.0,0.0,0.9804841750435145
2,1767152616652,0.28752568909202453,0.12513630118360194,0.1017922594469553,0.1017922594469553,0.1017922594469553,0.9611689448356628,0.9014641213417054,ok,True,True,-0.01964325061213864,0.16238938790842258,1.0,0.0,0.9804841750435145
3,1767152616686,0.24947257310497298,0.19973806433642455,0.18833663278892027,0.18833663278892027,0.18833663278892027,0.9572921395301819,0.9349609322547913,ok,True,True,0.010767079427059158,0.04973450876854843,1.0,0.0,0.9804841750435145
4,1767152616716,0.49913687736075313,0.3793773521510217,0.3573739563905384,0.3573739563905384,0.3573739563905384,0.9699018001556396,0.9559254529953003,ok,True,True,0.07988163913705956,0.11975952520973143,1.0,0.0,0.9804841750435145
5,1767152616740,0.0667302568499825,0.1917890949703982,0.21116484638973698,0.21116484638973698,0.21116484638973698,0.9649084806442261,0.9613152695846557,ok,True,True,0.010097532647052668,0.12505883812041568,1.0,0.0,0.9804841750435145
6,1767152616764,0.6887185242341685,0.4899467525286603,0.45794258377662167,0.45794258377662167,0.45794258377662167,0.9623339772224426,0.9619264941673279,ok,True,True,0.13966898420245388,0.19877177170550814,1.0,0.0,0.9804841750435145
7,1767152616790,0.5841629758220794,0.5464764865047118,0.536853665730574,0.536853665730574,0.536853665730574,0.9678701758384705,0.9654927031700133,ok,True,True,0.1827868690159695,0.03768648931736762,1.0,0.0,0.9804841750435145
8,1767152616820,0.6617865046728751,0.6156624974056097,0.6073352763771598,0.6073352763771598,0.6073352763771598,0.9649108052253723,0.9651435644032287,ok,True,True,0.22356672326875915,0.0461240072672654,1.0,0.0,0.9804841750435145
9,1767152616848,0.6290324330809394,0.6236844588108075,0.6226673618396993,0.6226673618396993,0.6226673618396993,0.9647939801216125,0.9649338138342589,ok,True,True,0.22895411303432142,0.005347974270131894,1.0,0.0,0.9804841750435145
10,1767152616874,0.10961113562651051,0.3152404649002293,0.3511985410837318,0.3511985410837318,0.3511985410837318,0.9658526182174683,0.9654850964641845,ok,True,True,0.024745234965038387,0.20562932927371877,1.0,0.0,0.9804841750435145
11,1767152616910,-0.02799734588352966,0.10929777842997393,0.13695695844556582,0.13695695844556582,0.13695695844556582,0.967021644115448,0.9664070250549426,ok,True,True,-0.1424118538236889,0.1372951243135036,1.0,0.0,0.9804841750435145
12,1767152616933,0.16364759484872146,0.14190766828122245,0.1408042267171414,0.1408042267171414,0.1408042267171414,0.9672590494155884,0.9669182396713301,ok,True,True,-0.13536121880180377,0.021739926567499013,1.0,0.0,0.9804841750435145
13,1767152616955,0.4355540919560179,0.31809552248609974,0.2974384926787522,0.2974384926787522,0.2974384926787522,0.961688756942749,0.9637805500341814,ok,True,True,0.0034052718281938066,0.11745856946991817,1.0,0.0,0.9804841750435145
14,1767152616979,0.5038496934171467,0.4295480250447279,0.4145701495559592,0.4145701495559592,0.4145701495559592,0.9696904420852661,0.9673264852648322,ok,True,True,0.10866096874673097,0.0743016683724188,1.0,0.0,0.9804841750435145
15,1767152617012,0.5564723078224397,0.505702594711355,0.49578499406113474,0.49578499406113474,0.49578499406113474,0.9601682424545288,0.9630315395786502,ok,True,True,0.18124988614016224,0.05076971311108469,1.0,0.0,0.9804841750435145
16,1767152617045,0.46246886950734895,0.4797623595889514,0.48225998855691016,0.48225998855691016,0.48225998855691016,0.9643150568008423,0.9638016499119655,ok,True,True,0.1622845253075598,0.01729349008160247,1.0,0.0,0.9804841750435145
17,1767152617079,0.44908332243986016,0.4613549372994966,0.46433041670071357,0.46433041670071357,0.46433041670071357,0.9686997532844543,0.9667405119354588,ok,True,True,0.13892615128902283,0.01227161485963646,1.0,0.0,0.9804841750435145
18,1767152617119,0.6018475307068637,0.5456504933439169,0.5369878529948807,0.5369878529948807,0.5369878529948807,0.9676355123519897,0.9672775121853774,ok,True,True,0.20901180412013337,0.05619703736294679,1.0,0.0,0.9804841750435145
19,1767152617156,0.5187467900246739,0.5295082713523711,0.5311385728742459,0.5311385728742459,0.5311385728742459,0.9657863974571228,0.9663828433484246,ok,True,True,0.19545621002219052,0.010761481327697164,1.0,0.0,0.9804841750435145
20,1767152617191,-0.08971799421232393,0.15797251201355408,0.20078141016138157,0.20078141016138157,0.20078141016138157,0.96539705991745,0.9657913732898398,ok,True,True,-0.16942914592489342,0.24769050622587802,1.0,0.0,0.9804841750435145
21,1767152617221,0.509832670874105,0.3690886073298846,0.349491465705537,0.349491465705537,0.349491465705537,0.9576410055160522,0.9609011526255673,ok,True,True,0.0014127142791819092,0.14074406354422042,1.0,0.0,0.9804841750435145
22,1767152617245,0.04400528771951854,0.17403861556366496,0.19379468927328852,0.19379468927328852,0.19379468927328852,0.9679922461509705,0.9651558087408092,ok,True,True,-0.17437330620046385,0.13003332784414642,1.0,0.0,0.9804841750435145
23,1767152617279,-0.03902073758616747,0.04620300367376551,0.06215181856024335,0.06215181856024335,0.06215181856024335,0.9639740586280823,0.9644467586731731,ok,True,True,-0.318944751198586,0.08522374125993298,1.0,0.0,0.9804841750435145
24,1767152617313,0.653154005018359,0.41037360448052157,0.37003247742609535,0.37003247742609535,0.37003247742609535,0.9579381942749023,0.9605416200342106,ok,True,True,0.05296471899347582,0.2427804005378374,1.0,0.0,0.9804841750435145
25,1767152617345,-0.0940055073563113,0.10774613737842187,0.13741203319531542,0.13741203319531542,0.13741203319531542,0.9674607515335083,0.9646930989337892,ok,True,True,-0.2247603834345962,0.20175164473473317,1.0,0.0,0.9804841750435145
26,1767152617379,0.16151533295003606,0.14000765472139037,0.13887495383760662,0.13887495383760662,0.13887495383760662,0.9631202816963196,0.9637494085913074,ok,True,True,-0.21400721280181134,0.021507678228645688,1.0,0.0,0.9804841750435145
27,1767152617412,0.1789182683387677,0.16335402289181677,0.15980618761350965,0.15980618761350965,0.15980618761350965,0.9680615067481995,0.9663366674854426,ok,True,True,-0.17989583091039177,0.015564245446950925,1.0,0.0,0.9804841750435145
28,1767152617445,0.008998260159160413,0.07074056525222296,0.08005886484127786,0.08005886484127786,0.08005886484127786,0.9659061431884766,0.966078352907263,ok,True,True,-0.27052926372723907,0.06174230509306254,1.0,0.0,0.9804841750435145
29,1767152617479,0.5030680556321839,0.3301370594801995,0.3010855470522526,0.3010855470522526,0.3010855470522526,0.9637647867202759,0.9646902131950708,ok,True,True,0.0150214944335329,0.17293099615198443,1.0,0.0,0.9804841750435145
30,1767152617512,0.4009551252981036,0.37262789897094195,0.3646654296967731,0.3646654296967731,0.3646654296967731,0.960258424282074,0.9620311398472726,ok,True,True,0.09403718806929708,0.02832722632716167,1.0,0.0,0.9804841750435145
31,1767152617545,0.31022766887587194,0.3351877609138999,0.3388416573896263,0.3388416573896263,0.3388416573896263,0.9653659462928772,0.9640320237146354,ok,True,True,0.057460996814989854,0.02496009203802796,1.0,0.0,0.9804841750435145
32,1767152617579,0.39959300651107277,0.3738309082722036,0.37012653491687025,0.37012653491687025,0.37012653491687025,0.9591328501701355,0.9610925195879355,ok,True,True,0.09483703291672607,0.025762098238869158,1.0,0.0,0.9804841750435145
33,1767152617612,0.07900656794322251,0.19693630407481497,0.2166821060022743,0.2166821060022743,0.2166821060022743,0.9676786065101624,0.9650441717412716,ok,True,True,-0.10583180273335502,0.11792973613159245,1.0,0.0,0.9804841750435145
34,1767152617645,0.13229012606374135,0.1581485972681708,0.16430577162606116,0.16430577162606116,0.16430577162606116,0.966001570224762,0.9656186108313658,ok,True,True,-0.16881601238884225,0.02585847120442944,1.0,0.0,0.9804841750435145
35,1767152617679,-0.24858012666936857,-0.08588863709435282,-0.05851962582954584,-0.05851962582954584,-0.05851962582954584,0.9677422046661377,0.9668927671322289,ok,True,True,-0.45045855962465253,0.16269148957501575,1.0,0.0,0.9804841750435145
36,1767152617712,0.05627585147610442,-0.0005899439520784741,-0.008751134784301937,-0.008751134784301937,-0.008751134784301937,0.96141117811203,0.9636038137201095,ok,True,True,-0.3660184919733358,0.056865795428182896,1.0,0.0,0.9804841750435145
37,1767152617745,-0.3714581843348515,-0.22311088818174227,-0.2004979149129589,-0.2004979149129589,-0.2004979149129589,0.9713818430900574,0.9682706313420781,ok,True,True,-0.6011422793312264,0.14834729615310924,1.0,0.0,0.9804841750435145
38,1767152617779,-1.203850699290397,-0.8115547748469351,-0.745458080917889,-0.745458080917889,-0.745458080917889,0.9700254797935486,0.9693235404129603,ok,True,True,-1.2914926778783002,0.39229592444346195,1.0,0.0,0.9804841750435145
39,1767152617812,-1.253955980241177,-1.0769954980834804,-1.0447382542156436,-1.0447382542156436,-1.0447382542156436,0.9711902737617493,0.9704435804222338,ok,True,True,-1.629785283528772,0.17696048215769666,1.0,0.0,0.9804841750435145
40,1767152617845,-1.1429461727664905,-1.1165659028932864,-1.114609298800136,-1.114609298800136,-1.114609298800136,0.9663979411125183,0.9680161968364045,ok,True,True,-1.6503813307307478,0.026380269873204076,1.0,0.0,0.9804841750435145
41,1767152617878,0.0874609001614604,-0.39414982106043833,-0.4808318701394023,-0.4808318701394023,-0.4808318701394023,0.9638808965682983,0.9655350166755408,ok,True,True,-0.7348348229446684,0.48161072122189874,1.0,0.0,0.9804841750435145
42,1767152617912,0.8980652618611665,0.38117922869252463,0.2820995250267959,0.2820995250267959,0.2820995250267959,0.9605238437652588,0.9625283129293716,ok,True,True,0.31488643030303276,0.5168860331686419,1.0,0.0,0.9804841750435145
43,1767152617946,2.3184045691984347,1.5435144329960706,1.403723887888616,1.403723887888616,1.403723887888616,0.9639855027198792,0.963402626803676,ok,True,True,1.8000858514295908,0.7748901362023641,1.0,0.0,0.9804841750435145
44,1767152617979,4.777419798681591,3.4838576524073828,3.258133255874144,3.258133255874144,3.258133255874144,0.9577509760856628,0.9600116363728681,ok,True,True,4.204413312506424,1.2935621462742084,1.0,0.0,0.9804841750435145
45,1767152618012,6.501735741656249,5.294584505956703,5.082718332962733,5.082718332962733,5.082718332962733,0.9605196714401245,0.9603164574132219,ok,True,True,6.466374754010609,1.2071512356995466,1.0,0.0,0.9804841750435145
46,1767152618046,10.551107991379403,8.448498597210323,8.09656953116707,8.09656953116707,8.09656953116707,0.9492732882499695,0.9536905559152704,ok,True,True,10.231647628406034,2.1026093941690807,1.0,0.0,0.9804841750435145
47,1767152618079,15.486685069150798,12.671410480374607,12.198473309431645,12.198473309431645,12.198473309431645,0.9365600347518921,0.9434122432172434,ok,True,True,15.301320708553,2.815274588776191,1.0,0.0,0.9804841750435145
48,1767152618112,22.480021320560017,18.55657698448585,17.903368296909495,17.903368296909495,17.903368296909495,0.9461576342582703,0.9450594778418595,ok,True,True,22.315688181419958,3.9234443360741658,1.0,0.0,0.9804841750435145
49,1767152618146,31.174942798476767,26.1275964728804,25.292124267354808,25.292124267354808,25.292124267354808,0.9529190063476562,0.9497751949453375,ok,True,True,31.301560693469312,5.047346325596369,1.0,0.0,0.9804841750435145
50,1767152618179,39.23548475118301,33.99232943986196,33.137206259975564,33.137206259975564,33.137206259975564,0.9370791912078857,0.9421575927028665,ok,True,True,40.5121281424822,5.243155311321047,1.0,0.0,0.9804841750435145
51,1767152618212,47.13655535374688,41.878864988192916,41.053449950440346,41.053449950440346,41.053449950440346,0.9469829201698303,0.9450527891830447,ok,True,True,49.414442401486234,5.257690365553962,1.0,0.0,0.9804841750435145
52,1767152618245,52.41011031080155,48.19761218175809,47.58376910503178,47.58376910503178,47.58376910503178,0.9399808645248413,0.9420096343881226,ok,True,True,56.0428500578784,4.21249812904346,1.0,0.0,0.9804841750435145
53,1767152618279,54.915466315727016,52.22832466213945,51.918297026074086,51.918297026074086,51.918297026074086,0.9500280022621155,0.9468206551125183,ok,True,True,59.39425313463837,2.6871416535875667,1.0,0.0,0.9804841750435145
54,1767152618312,53.68244995195809,53.10079983603063,53.1898252596083,53.1898252596083,53.1898252596083,0.9627066850662231,0.9563522730847411,ok,True,True,58.43092990707152,0.5816501159274594,1.0,0.0,0.9804841750435145
55,1767152618345,52.4891304424593,52.73379819988783,53.002181829506206,53.002181829506206,53.002181829506206,0.9603797793388367,0.9587687768371985,ok,True,True,55.524185176019365,0.2446677574285303,1.0,0.0,0.9804841750435145
56,1767152618379,47.89549115892588,49.83081397531066,50.39153484577509,50.39153484577509,50.39153484577509,0.9444894790649414,0.9502011981738443,ok,True,True,49.44626298942192,1.935322816384783,1.0,0.0,0.9804841750435145
57,1767152618443,42.41562405799759,45.38170002492282,46.12503869646007,46.12503869646007,46.12503869646007,0.9648646116256714,0.9589992462449406,ok,True,True,41.38282003600754,2.9660759669252315,1.0,0.0,0.9804841750435145
58,1767152618479,34.72646350520848,38.988558113094214,39.939288792040024,39.939288792040024,39.939288792040024,0.9635747671127319,0.9617445587656154,ok,True,True,31.06263694724354,4.262094607885736,1.0,0.0,0.9804841750435145
59,1767152618502,25.571364276068152,30.938241810878576,32.058698655375736,32.058698655375736,32.058698655375736,0.9517419338226318,0.9557429837998253,ok,True,True,18.89252729284389,5.366877534810424,1.0,0.0,0.9804841750435145
60,1767152618522,15.059060232736272,21.410732863993193,22.669728350818232,22.669728350818232,22.669728350818232,0.9689692854881287,0.9636787648128073,ok,True,True,5.209923506220406,6.351672631256921,1.0,0.0,0.9804841750435145
61,1767152618545,6.958861657116471,12.73961013986716,13.867526122687996,13.867526122687996,13.867526122687996,0.9455692172050476,0.9528130362481515,ok,True,True,-7.054425104017481,5.780748482750689,1.0,0.0,0.9804841750435145
62,1767152618578,0.5488226027357812,5.425137617588334,6.341317282533299,6.341317282533299,6.341317282533299,0.9641621708869934,0.9596225170314566,ok,True,True,-17.021126909349178,4.876315014852553,1.0,0.0,0.9804841750435145
63,1767152618615,-1.7244731901055408,1.135371132972009,1.6531682099810743,1.6531682099810743,1.6531682099810743,0.9686447381973267,0.9650358497309786,ok,True,True,-22.65640328552569,2.85984432307755,1.0,0.0,0.9804841750435145
64,1767152618652,-1.3046819735506041,-0.32866073094155884,-0.19173794690430412,-0.19173794690430412,-0.19173794690430412,0.9705992341041565,0.9683738803548853,ok,True,True,-24.147135129778597,0.9760212426090453,1.0,0.0,0.9804841750435145
65,1767152618679,-1.3326025350164095,-0.9310258133864693,-0.9383502499877248,-0.9383502499877248,-0.9383502499877248,0.9675015211105347,0.9678504648082749,ok,True,True,-24.067363019298412,0.4015767216299402,1.0,0.0,0.9804841750435145
66,1767152618712,-1.5103101843623745,-1.2785964359720126,-1.330166197862395,-1.330166197862395,-1.330166197862395,0.9706676602363586,0.9695407820651252,ok,True,True,-23.505524819525444,0.23171374839036196,1.0,0.0,0.9804841750435145
67,1767152618746,-0.8417914794262827,-1.0165134620445746,-1.1389813006271603,-1.1389813006271603,-1.1389813006271603,0.9706857204437256,0.9702277450922855,ok,True,True,-22.170882353705533,0.17472198261829186,1.0,0.0,0.9804841750435145
68,1767152618778,1.0634966001138915,0.23149257525050498,-0.003970573429648017,-0.003970573429648017,-0.003970573429648017,0.966298520565033,0.967870210375934,ok,True,True,-19.60414649691503,0.8320040248633864,1.0,0.0,0.9804841750435145
69,1767152618812,3.7167890505168946,2.3226704604103388,1.99003343365847,1.99003343365847,1.99003343365847,0.9643536806106567,0.9657602925167676,ok,True,True,-15.977261484093285,1.3941185901065558,1.0,0.0,0.9804841750435145
