idx,mcu_ms,host_ms,val
0,8711,1764594567797,771
1,9081,1764594568167,722
2,9441,1764594568527,819
3,9801,1764594568887,808
4,10161,1764594569247,780
5,10521,1764594569607,810
6,10881,1764594569967,784
7,11241,1764594570327,827
8,11601,1764594570687,808
9,11961,1764594571047,803
10,12321,1764594571407,856
11,12681,1764594571767,850
12,13041,1764594572127,874
13,13401,1764594572487,840
14,13761,1764594572847,835
15,14121,1764594573207,843
16,14481,1764594573567,821
17,14841,1764594573927,839
18,15201,1764594574287,904
19,15561,1764594574647,800
20,15921,1764594575007,788
21,16281,1764594575367,756
22,16641,1764594575727,869
23,17001,1764594576087,833
24,17361,1764594576447,794
25,17721,1764594576807,833
26,18081,1764594577167,811
27,18441,1764594577527,805
28,18801,1764594577887,812
29,19161,1764594578247,834
30,19521,1764594578607,816
31,19881,1764594578967,865
32,20241,1764594579327,806
33,20601,1764594579687,823
34,20961,1764594580047,851
35,21321,1764594580407,786
36,21681,1764594580767,780
37,22041,1764594581127,774
38,22401,1764594581487,796
39,22761,1764594581847,833
40,23121,1764594582207,788
41,23481,1764594582567,817
42,23841,1764594582927,791
43,24201,1764594583287,813
44,24561,1764594583647,820
45,24921,1764594584007,816
46,25281,1764594584367,855
47,25641,1764594584727,774
48,26001,1764594585087,711
49,26361,1764594585447,715
50,26721,1764594585807,704
51,27081,1764594586167,709
52,27441,1764594586527,695
53,27801,1764594586887,669
54,28161,1764594587247,682
55,28521,1764594587607,820
56,28881,1764594587967,823
57,29241,1764594588327,831
58,29601,1764594588687,829
59,29961,1764594589047,833
60,30321,1764594589407,760
61,30681,1764594589767,715
62,31041,1764594590127,800
63,31401,1764594590487,699
64,31761,1764594590847,662
65,32121,1764594591207,709
66,32481,1764594591567,744
67,32841,1764594591927,12182
68,33201,1764594592287,13671
69,33561,1764594592647,11944
70,33921,1764594593007,12480
71,34281,1764594593367,12829
72,34641,1764594593727,12826
73,35001,1764594594087,12763
74,35361,1764594594447,14840
75,35721,1764594594807,14113
76,36081,1764594595167,14825
77,36441,1764594595527,14968
78,36801,1764594595887,15227
79,37161,1764594596247,17415
80,37521,1764594596607,16989
81,37881,1764594596967,16530
82,38241,1764594597327,15798
83,38601,1764594597687,16149
84,38961,1764594598047,16565
85,39321,1764594598407,15889
86,39681,1764594598767,14990
87,40041,1764594599127,15168
88,40401,1764594599487,14876
89,40761,1764594599847,15285
90,41121,1764594600207,15638
91,41481,1764594600567,15723
92,41841,1764594600927,17333
93,42201,1764594601287,81695
94,42561,1764594601647,46683
95,42921,1764594602007,11793
96,43281,1764594602367,92924
97,43641,1764594602727,14687
98,44001,1764594603087,32451
99,44361,1764594603447,83441
100,44721,1764594603807,6356
101,45081,1764594604167,79094
102,45441,1764594604527,26941
103,45801,1764594604887,23431
104,46161,1764594605247,97013
105,46521,1764594605607,4923
106,46881,1764594605967,32419
107,47241,1764594606327,75783
108,47601,1764594606687,1293
109,47961,1764594607047,81767
110,48321,1764594607407,30681
111,48681,1764594607767,5620
112,49041,1764594608127,94041
113,49401,1764594608487,9720
114,49761,1764594608847,16530
115,50121,1764594609207,93286
116,50481,1764594609567,3889
117,50841,1764594609927,28915
118,51201,1764594610287,90482
119,51561,1764594610647,3979
120,51921,1764594611007,25239
121,52281,1764594611367,88328
122,52641,1764594611727,4649
123,53001,1764594612087,34573
124,53361,1764594612447,86307
125,53721,1764594612807,1545
126,54081,1764594613167,40679
127,54441,1764594613527,75545
128,54801,1764594613887,2743
129,55161,1764594614247,42588
130,55521,1764594614607,82099
131,55881,1764594614967,1496
132,56241,1764594615327,35467
133,56601,1764594615687,81408
134,56961,1764594616047,3488
135,57321,1764594616407,23418
136,57681,1764594616767,92697
137,58041,1764594617127,4504
138,58401,1764594617487,9234
139,58761,1764594617847,86102
140,59121,1764594618207,13270
141,59481,1764594618567,2262
142,59841,1764594618927,86036
143,60201,1764594619287,55852
144,60561,1764594619647,1120
145,60921,1764594620007,61605
146,61281,1764594620367,74755
147,61641,1764594620727,1377
148,62001,1764594621087,27324
149,62361,1764594621447,73279
150,62721,1764594621807,2458
151,63081,1764594622167,4708
152,63441,1764594622527,82272
153,63801,1764594622887,30279
154,64161,1764594623247,1365
155,64521,1764594623607,81549
156,64881,1764594623967,62760
157,65241,1764594624327,1132
158,65601,1764594624687,63348
159,65961,1764594625047,76044
160,66321,1764594625407,1108
161,66681,1764594625767,48785
162,67041,1764594626127,83167
163,67401,1764594626487,2202
164,67761,1764594626847,39041
165,68121,1764594627207,82752
166,68481,1764594627567,3599
167,68841,1764594627927,24099
168,69201,1764594628287,85028
169,69561,1764594628647,9728
170,69921,1764594629007,3187
171,70281,1764594629367,87412
172,70641,1764594629727,46165
173,71001,1764594630087,761
174,71361,1764594630447,71835
175,71721,1764594630807,61884
176,72081,1764594631167,802
177,72441,1764594631527,47387
178,72801,1764594631887,76992
179,73161,1764594632247,867
180,73521,1764594632607,15840
181,73881,1764594632967,90223
182,74241,1764594633327,18090
183,74601,1764594633687,1206
184,74961,1764594634047,77773
185,75321,1764594634407,71362
186,75681,1764594634767,797
187,76041,1764594635127,41807
188,76401,1764594635487,76935
189,76761,1764594635847,2747
190,77121,1764594636207,5889
191,77481,1764594636567,89878
192,77841,1764594636927,37659
193,78201,1764594637287,1198
194,78561,1764594637647,78600
195,78921,1764594638007,56364
196,79281,1764594638367,602
197,79641,1764594638727,68152
198,80001,1764594639087,73007
199,80361,1764594639447,833
200,80721,1764594639807,44814
201,81081,1764594640167,80891
202,81441,1764594640527,2671
203,81801,1764594640887,15653
204,82161,1764594641247,81790
205,82521,1764594641607,11408
206,82881,1764594641967,2958
207,83241,1764594642327,81559
208,83601,1764594642687,50574
209,83961,1764594643047,889
210,84321,1764594643407,60802
211,84681,1764594643767,60264
212,85041,1764594644127,850
213,85401,1764594644487,37909
214,85761,1764594644847,66336
215,86121,1764594645207,1524
216,86481,1764594645567,5208
217,86841,1764594645927,79806
218,87201,1764594646287,35719
219,87561,1764594646647,706
220,87921,1764594647007,67775
221,88281,1764594647367,66833
222,88641,1764594647727,904
223,89001,1764594648087,38334
224,89361,1764594648447,73091
225,89721,1764594648807,1597
226,90081,1764594649167,13049
227,90441,1764594649527,90768
228,90801,1764594649887,25769
229,91161,1764594650247,847
230,91521,1764594650607,72488
231,91881,1764594650967,52786
232,92241,1764594651327,560
233,92601,1764594651687,51807
234,92961,1764594652047,73662
235,93321,1764594652407,836
236,93681,1764594652767,28394
237,94041,1764594653127,75007
238,94401,1764594653487,5176
239,94761,1764594653847,1990
240,95121,1764594654207,75967
241,95481,1764594654567,45709
242,95841,1764594654927,1018
243,96201,1764594655287,53183
244,96561,1764594655647,65805
245,96921,1764594656007,1902
246,97281,1764594656367,24316
247,97641,1764594656727,79699
248,98001,1764594657087,12265
249,98361,1764594657447,888
250,98721,1764594657807,65358
251,99081,1764594658167,66007
252,99441,1764594658527,552
253,99801,1764594658887,30509
254,100161,1764594659247,73628
255,100521,1764594659607,4501
256,100881,1764594659967,1260
257,101241,1764594660327,78526
258,101601,1764594660687,52334
259,101961,1764594661047,918
260,102321,1764594661407,29961
261,102681,1764594661767,73986
262,103041,1764594662127,4487
263,103401,1764594662487,2430
264,103761,1764594662847,70737
265,104121,1764594663207,47375
266,104481,1764594663567,1614
267,104841,1764594663927,35668
268,105201,1764594664287,75761
269,105561,1764594664647,3872
270,105921,1764594665007,8448
271,106281,1764594665367,85913
272,106641,1764594665727,39420
273,107001,1764594666087,816
274,107361,1764594666447,55129
275,107721,1764594666807,70764
276,108081,1764594667167,768
277,108441,1764594667527,17039
278,108801,1764594667887,82247
279,109161,1764594668247,17353
280,109521,1764594668607,1286
281,109881,1764594668967,1021
282,110241,1764594669327,1163
283,110601,1764594669687,1061
284,110961,1764594670047,792
285,111321,1764594670407,814
286,111681,1764594670767,739
287,112041,1764594671127,895
288,112401,1764594671487,822
289,112761,1764594671847,1083
290,113121,1764594672207,1083
291,113481,1764594672567,1024
292,113841,1764594672927,1066
293,114201,1764594673287,983
294,114561,1764594673647,929
295,114921,1764594674007,897
296,115281,1764594674367,973
297,115641,1764594674727,967
298,116001,1764594675087,869
299,116361,1764594675447,923
300,116721,1764594675807,848
301,117081,1764594676167,878
302,117441,1764594676527,736
303,117801,1764594676887,753
304,118161,1764594677247,785
305,118521,1764594677607,742
306,118881,1764594677967,791
