time_ms,press_sum_norm,area_ratio,data0,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,data121,data122,data123,data124,data125,data126,data127,data128,data129,data130,data131,data132,data133,data134,data135,data136,data137,data138,data139,data140,data141,data142,data143,data144,data145,data146,data147,data148,data149,data150,data151,data152,data153,data154,data155,data156,data157,data158,data159,data160,data161,data162,data163,data164,data165,data166,data167,data168,data169,data170,data171,data172,data173,data174,data175,data176,data177,data178,data179,data180,data181,data182,data183,data184,data185,data186,data187,data188,data189,data190,data191,data192,data193,data194,data195,data196,data197,data198,data199,data200,data201,data202,data203,data204,data205,data206,data207,data208,data209,data210,data211,data212,data213,data214,data215,data216,data217,data218,data219,data220,data221,data222,data223,data224,data225,data226,data227,data228,data229,data230,data231,data232,data233,data234,data235,data236,data237,data238,data239,data240,data241,data242,data243,data244,data245,data246,data247,data248,data249,data250,data251,data252,data253,data254,data255
1762250901739,774.000000,
1762250901815,815.000000,
1762250902226,784.000000,
1762250902533,781.000000,
1762250902871,762.000000,
1762250903230,768.000000,
1762250903660,783.000000,
1762250903952,795.000000,
1762250904377,773.000000,
1762250904790,763.000000,
1762250905093,766.000000,
1762250905502,800.000000,
1762250905752,761.000000,
1762250906220,761.000000,
1762250906526,780.000000,
1762250906936,801.000000,
1762250907244,746.000000,
1762250907551,757.000000,
1762250907960,792.000000,
1762250908270,797.000000,
1762250908632,779.000000,
1762250909088,758.000000,
1762250909396,775.000000,
1762250909802,785.000000,
1762250910110,765.000000,
1762250910519,775.000000,
1762250910829,783.000000,
1762250911239,746.000000,
1762250911545,770.000000,
1762250911956,752.000000,
1762250912266,722.000000,
1762250912669,742.000000,
1762250912978,759.000000,
1762250913336,733.000000,
1762250913702,750.000000,
1762250914108,732.000000,
1762250914410,755.000000,
1762250914752,762.000000,
1762250915127,754.000000,
1762250915512,755.000000,
1762250915851,740.000000,
1762250916257,726.000000,
1762250916663,743.000000,
1762250916970,761.000000,
1762250917382,782.000000,
1762250917687,799.000000,
1762250918107,761.000000,
1762250918404,784.000000,
1762250918813,795.000000,
1762250919121,825.000000,
1762250919532,855.000000,
1762250919838,850.000000,
1762250920248,857.000000,
1762250920554,865.000000,
1762250920971,874.000000,
1762250921280,871.000000,
1762250921681,861.000000,
1762250921988,869.000000,
1762250922400,844.000000,
1762250922670,876.000000,
1762250923114,875.000000,
1762250923423,873.000000,
1762250923833,850.000000,
1762250924138,886.000000,
1762250924548,878.000000,
1762250924863,888.000000,
1762250925267,887.000000,
1762250925572,881.000000,
1762250925986,868.000000,
1762250926291,892.000000,
1762250926698,895.000000,
1762250927010,894.000000,
1762250927417,900.000000,
1762250927712,829.000000,
1762250928132,804.000000,
1762250928545,821.000000,
1762250928851,814.000000,
1762250929258,799.000000,
1762250929565,808.000000,
1762250929872,783.000000,
1762250930261,809.000000,
1762250930691,798.000000,
1762250930999,804.000000,
1762250931310,816.000000,
1762250931723,799.000000,
1762250932125,803.000000,
1762250932432,796.000000,
1762250932859,796.000000,
1762250933151,795.000000,
1762250933560,783.000000,
1762250933871,782.000000,
1762250934275,776.000000,
1762250934583,790.000000,
1762250935096,795.000000,
1762250935306,810.000000,
1762250935717,778.000000,
1762250935992,804.000000,
1762250936430,795.000000,
1762250936710,808.000000,
1762250937144,814.000000,
1762250937450,798.000000,
1762250937861,825.000000,
1762250938169,818.000000,
1762250938683,814.000000,
1762250938885,815.000000,
1762250939293,806.000000,
1762250939707,824.000000,
1762250940015,829.000000,
1762250940419,810.000000,
1762250940672,836.000000,
1762250941136,852.000000,
1762250941446,837.000000,
1762250941750,827.000000,
1762250942161,790.000000,
1762250942470,836.000000,
1762250942878,799.000000,
1762250943304,821.000000,
1762250943555,799.000000,
1762250944004,812.000000,
1762250944311,826.000000,
1762250944659,826.000000,
1762250945030,799.000000,
1762250945350,836.000000,
1762250945710,837.000000,
1762250946154,813.000000,
1762250946463,822.000000,
1762250946871,832.000000,
1762250947150,830.000000,
1762250947511,846.000000,
1762250947870,850.000000,
1762250948230,837.000000,
1762250948613,826.000000,
1762250949028,862.000000,
1762250949328,831.000000,
1762250949671,833.000000,
1762250950032,853.000000,
1762250950455,856.000000,
1762250950869,822.000000,
1762250951172,854.000000,
1762250951525,855.000000,
1762250951830,877.000000,
1762250952199,878.000000,
1762250952605,870.000000,
1762250953015,855.000000,
1762250953322,868.000000,
1762250953731,870.000000,
1762250953991,841.000000,
1762250954448,848.000000,
1762250954710,856.000000,
1762250955164,888.000000,
1762250955472,825.000000,
1762250955882,807.000000,
1762250956150,791.000000,
1762250956510,791.000000,
1762250957008,815.000000,
1762250957321,775.000000,
1762250957622,798.000000,
1762250958032,780.000000,
1762250958310,816.000000,
1762250958763,819.000000,
1762250959056,810.000000,
1762250959466,831.000000,
1762250959773,814.000000,
1762250960202,807.000000,
1762250960470,805.000000,
1762250960901,821.000000,
1762250961212,810.000000,
1762250961616,817.000000,
1762250962026,820.000000,
1762250962335,818.000000,
1762250962629,785.000000,
1762250962990,803.000000,
1762250963459,818.000000,
1762250963766,784.000000,
1762250964177,822.000000,
1762250964487,829.000000,
1762250964792,812.000000,
1762250965199,822.000000,
1762250965609,813.000000,
1762250965916,857.000000,
1762250966334,837.000000,
1762250966596,837.000000,
1762250966952,824.000000,
1762250967350,854.000000,
1762250967790,838.000000,
1762250968067,853.000000,
1762250968479,838.000000,
1762250968791,867.000000,
1762250969109,864.000000,
1762250969475,860.000000,
1762250969912,872.000000,
1762250970229,878.000000,
1762250970627,888.000000,
1762250970935,873.000000,
1762250971270,856.000000,
1762250971629,898.000000,
1762250972060,865.000000,
1762250972371,897.000000,
1762250972777,895.000000,
1762250973084,883.000000,
1762250973429,880.000000,
1762250973791,887.000000,
1762250974211,867.000000,
1762250974620,885.000000,
1762250974929,890.000000,
1762250975337,872.000000,
1762250975644,845.000000,
1762250975952,836.000000,
1762250976364,821.000000,
1762250976791,833.000000,
1762250977078,826.000000,
1762250977478,812.000000,
1762250977802,807.000000,
1762250978110,822.000000,
1762250978470,820.000000,
1762250978921,813.000000,
1762250979244,788.000000,
1762250979549,785.000000,
1762250979910,805.000000,
1762250980354,815.000000,
1762250980661,827.000000,
1762250981078,810.000000,
1762250981369,828.000000,
1762250981709,810.000000,
1762250982096,817.000000,
1762250982508,822.000000,
1762250982819,791.000000,
1762250983221,812.000000,
1762250983532,833.000000,
1762250983870,823.000000,
1762250984247,824.000000,
1762250984655,805.000000,
1762250985065,829.000000,
1762250985378,830.000000,
1762250985771,838.000000,
1762250986029,817.000000,
1762250986389,819.000000,
1762250986749,801.000000,
1762250987112,819.000000,
1762250987523,822.000000,
1762250987933,818.000000,
1762250988190,825.000000,
1762250988549,824.000000,
1762250988956,793.000000,
1762250989377,813.000000,
1762250989673,799.000000,
1762250990085,782.000000,
1762250990349,808.000000,
1762250990799,822.000000,
1762250991106,811.000000,
1762250991440,818.000000,
1762250991790,806.000000,
1762250992336,800.000000,
1762250992509,797.000000,
1762250992871,797.000000,
1762250993258,774.000000,
1762250993589,777.000000,
1762250993949,797.000000,
1762250994311,820.000000,
1762250994669,835.000000,
1762250995029,850.000000,
1762250995412,833.000000,
1762250995817,845.000000,
1762250996124,835.000000,
1762250996488,830.000000,
1762250996830,821.000000,
1762250997250,801.000000,
1762250997660,823.000000,
1762250997967,813.000000,
1762250998377,810.000000,
1762250998688,819.000000,
1762250998993,826.000000,
1762250999410,793.000000,
1762250999711,811.000000,
1762251000119,814.000000,
1762251000528,816.000000,
1762251000791,836.000000,
1762251001149,819.000000,
1762251001509,821.000000,
1762251001966,825.000000,
1762251002229,811.000000,
1762251002678,819.000000,
1762251002950,812.000000,
1762251003310,810.000000,
1762251003670,813.000000,
1762251004030,816.000000,
1762251004418,828.000000,
1762251004754,797.000000,
1762251005109,828.000000,
1762251005476,813.000000,
1762251005829,802.000000,
1762251006261,809.000000,
1762251006549,844.000000,
1762251006911,818.000000,
1762251007291,805.000000,
