idx,mcu_ms,host_ms,val
0,557589,1764658475589,773
1,557949,1764658475949,772
2,558309,1764658476309,780
3,558669,1764658476669,811
4,559029,1764658477029,735
5,559389,1764658477389,779
6,559749,1764658477749,783
7,560109,1764658478109,791
8,560469,1764658478469,719
9,560829,1764658478829,848
10,561189,1764658479189,790
11,561549,1764658479549,820
12,561909,1764658479909,784
13,562269,1764658480269,852
14,562629,1764658480629,821
15,562989,1764658480989,764
16,563349,1764658481349,818
17,563709,1764658481709,835
18,564069,1764658482069,818
19,564429,1764658482429,752
20,564789,1764658482789,793
21,565149,1764658483149,765
22,565509,1764658483509,785
23,565869,1764658483869,818
24,566229,1764658484229,788
25,566589,1764658484589,823
26,566949,1764658484949,824
27,567309,1764658485309,815
28,567669,1764658485669,783
29,568029,1764658486029,760
30,568389,1764658486389,760
31,568749,1764658486749,776
32,569109,1764658487109,844
33,569469,1764658487469,829
34,569829,1764658487829,809
35,570189,1764658488189,837
36,570549,1764658488549,795
37,570909,1764658488909,760
38,571269,1764658489269,764
39,571629,1764658489629,5684
40,571989,1764658489989,12598
41,572349,1764658490349,12389
42,572709,1764658490709,12483
43,573069,1764658491069,11948
44,573429,1764658491429,11498
45,573789,1764658491789,11318
46,574149,1764658492149,11667
47,574509,1764658492509,11639
48,574869,1764658492869,12020
49,575229,1764658493229,11898
50,575589,1764658493589,12390
51,575949,1764658493949,12351
52,576309,1764658494309,12083
53,576669,1764658494669,12581
54,577029,1764658495029,12802
55,577389,1764658495389,12871
56,577749,1764658495749,12850
57,578109,1764658496109,13159
58,578469,1764658496469,13368
59,578829,1764658496829,13556
60,579189,1764658497189,13206
61,579549,1764658497549,25928
62,579909,1764658497909,80703
63,580269,1764658498269,20814
64,580629,1764658498629,21437
65,580989,1764658498989,93419
66,581349,1764658499349,16238
67,581709,1764658499709,25562
68,582069,1764658500069,87969
69,582429,1764658500429,13827
70,582789,1764658500789,28046
71,583149,1764658501149,89719
72,583509,1764658501509,14445
73,583869,1764658501869,29659
74,584229,1764658502229,95559
75,584589,1764658502589,13740
76,584949,1764658502949,17910
77,585309,1764658503309,82745
78,585669,1764658503669,19254
79,586029,1764658504029,14937
80,586389,1764658504389,78517
81,586749,1764658504749,31103
82,587109,1764658505109,11019
83,587469,1764658505469,66544
84,587829,1764658505829,62364
85,588189,1764658506189,5540
86,588549,1764658506549,47798
87,588909,1764658506909,77475
88,589269,1764658507269,3628
89,589629,1764658507629,19953
90,589989,1764658507989,87443
91,590349,1764658508349,7901
92,590709,1764658508709,5016
93,591069,1764658509069,68903
94,591429,1764658509429,43987
95,591789,1764658509789,3200
96,592149,1764658510149,49692
97,592509,1764658510509,71555
98,592869,1764658510869,2869
99,593229,1764658511229,37080
100,593589,1764658511589,81411
101,593949,1764658511949,2959
102,594309,1764658512309,27093
103,594669,1764658512669,86412
104,595029,1764658513029,6672
105,595389,1764658513389,23361
106,595749,1764658513749,83546
107,596109,1764658514109,17798
108,596469,1764658514469,13114
109,596829,1764658514829,72583
110,597189,1764658515189,45753
111,597549,1764658515549,2899
112,597909,1764658515909,46742
113,598269,1764658516269,74322
114,598629,1764658516629,2161
115,598989,1764658516989,32996
116,599349,1764658517349,83299
117,599709,1764658517709,6444
118,600069,1764658518069,23599
119,600429,1764658518429,83373
120,600789,1764658518789,16874
121,601149,1764658519149,12571
122,601509,1764658519509,79968
123,601869,1764658519869,30910
124,602229,1764658520229,9595
125,602589,1764658520589,70673
126,602949,1764658520949,50833
127,603309,1764658521309,5844
128,603669,1764658521669,54326
129,604029,1764658522029,68145
130,604389,1764658522389,3082
131,604749,1764658522749,29448
132,605109,1764658523109,77492
133,605469,1764658523469,3021
134,605829,1764658523829,11853
135,606189,1764658524189,77134
136,606549,1764658524549,27068
137,606909,1764658524909,3108
138,607269,1764658525269,56550
139,607629,1764658525629,62243
140,607989,1764658525989,2205
141,608349,1764658526349,30959
142,608709,1764658526709,81838
143,609069,1764658527069,2825
144,609429,1764658527429,15041
145,609789,1764658527789,75463
146,610149,1764658528149,34875
147,610509,1764658528509,2214
148,610869,1764658528869,50992
149,611229,1764658529229,69260
150,611589,1764658529589,2287
151,611949,1764658529949,25657
152,612309,1764658530309,81000
153,612669,1764658530669,6355
154,613029,1764658531029,13943
155,613389,1764658531389,79046
156,613749,1764658531749,23642
157,614109,1764658532109,3378
158,614469,1764658532469,59766
159,614829,1764658532829,64686
160,615189,1764658533189,2530
161,615549,1764658533549,33985
162,615909,1764658533909,84162
163,616269,1764658534269,3714
164,616629,1764658534629,14567
165,616989,1764658534989,81851
166,617349,1764658535349,32042
167,617709,1764658535709,2103
168,618069,1764658536069,68149
169,618429,1764658536429,57283
170,618789,1764658536789,1761
171,619149,1764658537149,47272
172,619509,1764658537509,71398
173,619869,1764658537869,1767
174,620229,1764658538229,26690
175,620589,1764658538589,83307
176,620949,1764658538949,27151
177,621309,1764658539309,1793
178,621669,1764658539669,60439
179,622029,1764658540029,64265
180,622389,1764658540389,2026
181,622749,1764658540749,33123
182,623109,1764658541109,81336
183,623469,1764658541469,5753
184,623829,1764658541829,11285
185,624189,1764658542189,76340
186,624549,1764658542549,44604
187,624909,1764658542909,1561
188,625269,1764658543269,44474
189,625629,1764658543629,70991
190,625989,1764658543989,2012
191,626349,1764658544349,19181
192,626709,1764658544709,77405
193,627069,1764658545069,25800
194,627429,1764658545429,1792
195,627789,1764658545789,53895
196,628149,1764658546149,68098
197,628509,1764658546509,2076
198,628869,1764658546869,25065
199,629229,1764658547229,76909
200,629589,1764658547589,25494
201,629949,1764658547949,1484
202,630309,1764658548309,54529
203,630669,1764658548669,56989
204,631029,1764658549029,1480
205,631389,1764658549389,28163
206,631749,1764658549749,71618
207,632109,1764658550109,5006
208,632469,1764658550469,14135
209,632829,1764658550829,67823
210,633189,1764658551189,53874
211,633549,1764658551549,1643
212,633909,1764658551909,30333
213,634269,1764658552269,72308
214,634629,1764658552629,8819
215,634989,1764658552989,4726
216,635349,1764658553349,65073
217,635709,1764658553709,52791
218,636069,1764658554069,1667
219,636429,1764658554429,28833
220,636789,1764658554789,71670
221,637149,1764658555149,3442
222,637509,1764658555509,13906
223,637869,1764658555869,67620
224,638229,1764658556229,45882
225,638589,1764658556589,1597
226,638949,1764658556949,39322
227,639309,1764658557309,70070
228,639669,1764658557669,2030
229,640029,1764658558029,14774
230,640389,1764658558389,66745
231,640749,1764658558749,46039
232,641109,1764658559109,1493
233,641469,1764658559469,1329
234,641829,1764658559829,1162
235,642189,1764658560189,1117
236,642549,1764658560549,1043
237,642909,1764658560909,1066
238,643269,1764658561269,1147
239,643629,1764658561629,1191
240,643989,1764658561989,1148
241,644349,1764658562349,1210
242,644709,1764658562709,1272
243,645069,1764658563069,1310
244,645429,1764658563429,1252
245,645789,1764658563789,1106
246,646149,1764658564149,1145
247,646509,1764658564509,999
248,646869,1764658564869,1053
249,647229,1764658565229,971
250,647589,1764658565589,1056
251,647949,1764658565949,904
252,648309,1764658566309,959
253,648669,1764658566669,964
254,649029,1764658567029,827
255,649389,1764658567389,850
256,649749,1764658567749,924
257,650109,1764658568109,998
258,650469,1764658568469,936
259,650829,1764658568829,903
260,651189,1764658569189,852
