frame_idx,timestamp_ms,depth_raw_mm,depth_ema_mm,depth_kf_mm,depth_corr_mm,sig_mm,conf,conf_ema,vision_state,has_hand,has_main_hand,velocity_mm_s,motion_mm,gain,offset_mm,cos_tilt
0,1767151936892,0.37073361760284834,0.37073361760284834,0.37073361760284834,0.37073361760284834,0.37073361760284834,0.9806686639785767,0.588401198387146,ok,True,True,0.0,0.0,1.0,0.0,0.9804841750435145
1,1767151936926,-0.029763789804144902,0.13043517315865238,0.15806863707443763,0.15806863707443763,0.15806863707443763,0.9881253242492676,0.8282356739044189,ok,True,True,-0.04370587574004859,0.1601989629627973,1.0,0.0,0.9804841750435145
2,1767151936992,-0.170108003561555,-0.049890732873472045,-0.025962587744863513,-0.025962587744863513,-0.025962587744863513,0.9872499704360962,0.9236442518234252,ok,True,True,-0.09566081465495374,0.12021727068808297,1.0,0.0,0.9804841750435145
3,1767151937106,-0.2553122694591596,-0.17314365482488456,-0.15649345673713957,-0.15649345673713957,-0.15649345673713957,0.9848131537437439,0.9603455929756164,ok,True,True,-0.14007085360108773,0.08216861463427502,1.0,0.0,0.9804841750435145
4,1767151937126,0.40536706828068747,0.17396277903845864,0.13529158350854684,0.13529158350854684,0.13529158350854684,0.9809738993644714,0.9727225768089294,ok,True,True,-0.018601300373795815,0.23140428924222883,1.0,0.0,0.9804841750435145
5,1767151937152,-0.020493335781019358,0.05728911014677184,0.06620063626757983,0.06620063626757983,0.06620063626757983,0.9866929650306702,0.9811048097419739,ok,True,True,-0.0506972369051783,0.0777824459277912,1.0,0.0,0.9804841750435145
6,1767151937173,-0.5551910540621485,-0.3101989883785804,-0.26713030640572605,-0.26713030640572605,-0.26713030640572605,0.9876782894134521,0.9850488975448608,ok,True,True,-0.22506426024632362,0.24499206568356813,1.0,0.0,0.9804841750435145
7,1767151937203,0.37771088430097255,0.10254693522915136,0.05927554191237394,0.05927554191237394,0.05927554191237394,0.9841790795326233,0.9845270067375183,ok,True,True,-0.031174028208793864,0.2751639490718212,1.0,0.0,0.9804841750435145
8,1767151937230,0.15270840162810104,0.1326438150685212,0.12412289157424267,0.12412289157424267,0.12412289157424267,0.9862275123596191,0.9855473101107788,ok,True,True,0.010554420815036977,0.02006458655957985,1.0,0.0,0.9804841750435145
9,1767151937256,-0.47936069424744404,-0.23455889052105794,-0.19351430316709717,-0.19351430316709717,-0.19351430316709717,0.9851163625717163,0.9852887415873413,ok,True,True,-0.20685178146823713,0.2448018037263861,1.0,0.0,0.9804841750435145
10,1767151937282,0.4350635567726215,0.1672145778551497,0.1252571596779355,0.1252571596779355,0.1252571596779355,0.984179675579071,0.9846233019823791,ok,True,True,0.03142785420881514,0.2678489789174718,1.0,0.0,0.9804841750435145
