idx,mcu_ms,host_ms,val
132,909417,1764595953974,38734
133,909777,1764595954334,621
134,910137,1764595954694,73264
135,910497,1764595955054,16421
136,910857,1764595955414,3018
137,911217,1764595955774,81209
138,911577,1764595956134,1397
139,911937,1764595956494,4756
140,912297,1764595956854,80946
141,912657,1764595957214,714
142,913017,1764595957574,29617
143,913377,1764595957934,66076
144,913737,1764595958294,621
145,914097,1764595958654,52523
146,914457,1764595959014,58932
147,914817,1764595959374,728
148,915177,1764595959734,63838
149,915537,1764595960094,43584
150,915897,1764595960454,607
151,916257,1764595960814,72661
152,916617,1764595961174,15169
153,916977,1764595961534,1250
154,917337,1764595961894,80882
155,917697,1764595962254,1153
156,918057,1764595962614,2172
157,918417,1764595962974,86740
158,918777,1764595963334,1504
159,919137,1764595963694,3329
160,919497,1764595964054,88221
161,919857,1764595964414,2093
162,920217,1764595964774,10953
163,920577,1764595965134,78390
164,920937,1764595965494,1529
165,921297,1764595965854,19750
166,921657,1764595966214,67366
167,922017,1764595966574,1275
168,922377,1764595966934,19315
169,922737,1764595967294,79372
170,923097,1764595967654,2771
171,923457,1764595968014,11119
172,923817,1764595968374,72468
173,924177,1764595968734,3182
174,924537,1764595969094,3783
175,924897,1764595969454,88793
176,925257,1764595969814,8743
177,925617,1764595970174,1216
178,925977,1764595970534,79270
179,926337,1764595970894,20884
180,926697,1764595971254,785
181,927057,1764595971614,69685
182,927417,1764595971974,41621
183,927777,1764595972334,1779
184,928137,1764595972694,55075
185,928497,1764595973054,55940
186,928857,1764595973414,905
187,929217,1764595973774,31002
188,929577,1764595974134,65939
189,929937,1764595974494,1098
190,930297,1764595974854,22651
191,930657,1764595975214,74498
192,931017,1764595975574,1842
193,931377,1764595975934,3415
194,931737,1764595976294,78798
195,932097,1764595976654,7035
196,932457,1764595977014,2677
197,932817,1764595977374,69407
198,933177,1764595977734,33251
199,933537,1764595978094,1677
200,933897,1764595978454,56688
201,934257,1764595978814,57534
202,934617,1764595979174,1847
203,934977,1764595979534,36559
204,935337,1764595979894,75996
205,935697,1764595980254,1716
206,936057,1764595980614,658
207,936417,1764595980974,631
208,936777,1764595981334,627
209,937137,1764595981694,580
210,937497,1764595982054,565
211,937857,1764595982414,524
212,938217,1764595982774,576
213,938577,1764595983134,759
214,938937,1764595983494,844
215,939297,1764595983854,739
216,939657,1764595984214,805
217,940017,1764595984574,820
218,940377,1764595984934,920
219,940737,1764595985294,960
220,941097,1764595985654,991
221,941457,1764595986014,971
222,941817,1764595986374,1004
223,942177,1764595986734,1049
224,942537,1764595987094,1064
225,942897,1764595987454,1044
226,943257,1764595987814,1020
227,943617,1764595988174,997
228,943977,1764595988534,957
