frame_idx,timestamp,depth_raw_mm,depth_ema_mm,depth_kf_mm,depth_corr_mm,beta,gamma_boost,velocity_mm_s,motion_mm,gain,offset_mm,cos_tilt
0,1760759754530,0.13571005157954524,0.13571005157954524,0.13571005157954524,0.14249555415852252,0.2,1.05,0.0,0.0,1.0,0.0,0.9982476975505239
1,1760759754564,0.2157592190893148,0.20775430233833786,0.1994694704981334,0.21564814762717266,0.27422162620717894,1.0574280592077119,0.013103526652998876,0.08004916750976956,1.0,0.0,0.9982476975505239
2,1760759754597,-0.04877229154501778,-0.023119632156682227,0.002723132927432509,-0.01966254054770237,0.4,1.1,-0.04300860715933493,0.24824176204315118,1.0,0.0,0.9982476975505239
3,1760759754628,0.23856239601542795,0.21239419319821692,0.1879836312483172,0.2226236278975265,0.3977493691082169,1.0697848819865092,0.02210016819451332,0.23583926308799544,1.0,0.0,0.9982476975505239
4,1760759754652,0.23480754954962565,0.23256621391448476,0.2275066915359007,0.24164094869704775,0.23993962377567563,1.0540110590311027,0.03799256341138009,0.04682391830130844,1.0,0.0,0.9982476975505239
5,1760759754702,0.24717622772370562,0.24571522634278353,0.24376413603092897,0.2571218797937012,0.21598285983938,1.051618544826697,0.04501965057550338,0.019669536187804926,1.0,0.0,0.9982476975505239
6,1760759754729,-0.12300104482356503,-0.08612941770693018,-0.04803936787203053,-0.08582644251790877,0.4,1.1,-0.10919098008213982,0.366765180854494,1.0,0.0,0.9982476975505239
7,1760759754766,0.12046155543048642,0.09980245811674476,0.08242394553939927,0.10525428822654963,0.4,1.077994444330463,-0.03132143214728765,0.16850092330251695,1.0,0.0,0.9982476975505239
8,1760759754797,-0.18615593566560043,-0.15756009628736592,-0.1301973715307852,-0.1646277230426341,0.4,1.0789544037008736,-0.16532146934099945,0.2685798812049997,1.0,0.0,0.9982476975505239
9,1760759754830,0.34177851634078105,0.29184465507796636,0.24296698438817024,0.30443409801190274,0.4,1.0776748797577311,0.09357524387192157,0.47197588787156625,1.0,0.0,0.9982476975505239
10,1760759754860,0.23417086725990416,0.23993824604171038,0.24063991569450893,0.25145410517176187,0.2076469166639309,1.0508050073482322,0.0895904040867776,0.008796117128266084,1.0,0.0,0.9982476975505239
11,1760759754890,0.17213918289060434,0.17891908920571495,0.186292630876694,0.1929073552747288,0.27965469309707314,1.0579857322317903,0.04502871573996383,0.06850073280390459,1.0,0.0,0.9982476975505239
12,1760759754928,0.28480960321590937,0.2742205518148899,0.2643866324676077,0.28526634299498776,0.2693424878916863,1.0569827877163291,0.10786428257859887,0.09851697233921536,1.0,0.0,0.9982476975505239
