idx,mcu_ms,host_ms,val
0,8687,1764595053283,810
1,9057,1764595053653,882
2,9417,1764595054013,809
3,9777,1764595054373,852
4,10137,1764595054733,878
5,10497,1764595055093,813
6,10857,1764595055453,763
7,11217,1764595055813,783
8,11577,1764595056173,769
9,11937,1764595056533,947
10,12297,1764595056893,795
11,12657,1764595057253,813
12,13017,1764595057613,901
13,13377,1764595057973,819
14,13737,1764595058333,754
15,14097,1764595058693,866
16,14457,1764595059053,10006
17,14817,1764595059413,10221
18,15177,1764595059773,10234
19,15537,1764595060133,8807
20,15897,1764595060493,6652
21,16257,1764595060853,5252
22,16617,1764595061213,6017
23,16977,1764595061573,6192
24,17337,1764595061933,5990
25,17697,1764595062293,5961
26,18057,1764595062653,5591
27,18417,1764595063013,5721
28,18777,1764595063373,5589
29,19137,1764595063733,6499
30,19497,1764595064093,6123
31,19857,1764595064453,6565
32,20217,1764595064813,6337
33,20577,1764595065173,6530
34,20937,1764595065533,6610
35,21297,1764595065893,6813
36,21657,1764595066253,6861
37,22017,1764595066613,7502
38,22377,1764595066973,11551
39,22737,1764595067333,77162
40,23097,1764595067693,35771
41,23457,1764595068053,13121
42,23817,1764595068413,80492
43,24177,1764595068773,10617
44,24537,1764595069133,41492
45,24897,1764595069493,60751
46,25257,1764595069853,11686
47,25617,1764595070213,71587
48,25977,1764595070573,37053
49,26337,1764595070933,25208
50,26697,1764595071293,80737
51,27057,1764595071653,10525
52,27417,1764595072013,34825
53,27777,1764595072373,81267
54,28137,1764595072733,2593
55,28497,1764595073093,34429
56,28857,1764595073453,77701
57,29217,1764595073813,2918
58,29577,1764595074173,43450
59,29937,1764595074533,68879
60,30297,1764595074893,1263
61,30657,1764595075253,49308
62,31017,1764595075613,63478
63,31377,1764595075973,1234
64,31737,1764595076333,56481
65,32097,1764595076693,56428
66,32457,1764595077053,1315
67,32817,1764595077413,70208
68,33177,1764595077773,48905
69,33537,1764595078133,1222
70,33897,1764595078493,64766
71,34257,1764595078853,46165
72,34617,1764595079213,1729
73,34977,1764595079573,74059
74,35337,1764595079933,28621
75,35697,1764595080293,3348
76,36057,1764595080653,84212
77,36417,1764595081013,15829
78,36777,1764595081373,3513
79,37137,1764595081733,85629
80,37497,1764595082093,13663
81,37857,1764595082453,2687
82,38217,1764595082813,83807
83,38577,1764595083173,31741
84,38937,1764595083533,1478
85,39297,1764595083893,75895
86,39657,1764595084253,44068
87,40017,1764595084613,1627
88,40377,1764595084973,76130
89,40737,1764595085333,49637
90,41097,1764595085693,1279
91,41457,1764595086053,67837
92,41817,1764595086413,61016
93,42177,1764595086773,1429
94,42537,1764595087133,58129
95,42897,1764595087493,67112
96,43257,1764595087853,1250
97,43617,1764595088213,43680
98,43977,1764595088573,79488
99,44337,1764595088933,1152
100,44697,1764595089293,25180
101,45057,1764595089653,86832
102,45417,1764595090013,2763
103,45777,1764595090373,2552
104,46137,1764595090733,94120
105,46497,1764595091093,20379
106,46857,1764595091453,1193
107,47217,1764595091813,76342
108,47577,1764595092173,39599
109,47937,1764595092533,1321
110,48297,1764595092893,70612
111,48657,1764595093253,53774
112,49017,1764595093613,1266
113,49377,1764595093973,58995
114,49737,1764595094333,57873
115,50097,1764595094693,1326
116,50457,1764595095053,50939
117,50817,1764595095413,57697
118,51177,1764595095773,1225
119,51537,1764595096133,42293
120,51897,1764595096493,73197
121,52257,1764595096853,1149
122,52617,1764595097213,21157
123,52977,1764595097573,76385
124,53337,1764595097933,1871
125,53697,1764595098293,10455
126,54057,1764595098653,73863
127,54417,1764595099013,8679
128,54777,1764595099373,1384
129,55137,1764595099733,70229
130,55497,1764595100093,33890
131,55857,1764595100453,873
132,56217,1764595100813,58476
133,56577,1764595101173,53609
134,56937,1764595101533,840
135,57297,1764595101893,38367
136,57657,1764595102253,73718
137,58017,1764595102613,681
138,58377,1764595102973,24194
139,58737,1764595103333,70591
140,59097,1764595103693,1309
141,59457,1764595104053,11980
142,59817,1764595104413,80793
143,60177,1764595104773,3360
144,60537,1764595105133,2452
145,60897,1764595105493,83890
146,61257,1764595105853,21946
147,61617,1764595106213,974
148,61977,1764595106573,63869
149,62337,1764595106933,46691
150,62697,1764595107293,1309
151,63057,1764595107653,41350
152,63417,1764595108013,67923
153,63777,1764595108373,1116
154,64137,1764595108733,26070
155,64497,1764595109093,67652
156,64857,1764595109453,1649
157,65217,1764595109813,18233
158,65577,1764595110173,71775
159,65937,1764595110533,1963
160,66297,1764595110893,12804
161,66657,1764595111253,82800
162,67017,1764595111613,1517
163,67377,1764595111973,10611
164,67737,1764595112333,79336
165,68097,1764595112693,1804
166,68457,1764595113053,11696
167,68817,1764595113413,73978
168,69177,1764595113773,2103
169,69537,1764595114133,7144
170,69897,1764595114493,79103
171,70257,1764595114853,3540
172,70617,1764595115213,3122
173,70977,1764595115573,81237
174,71337,1764595115933,6590
175,71697,1764595116293,1410
176,72057,1764595116653,74774
177,72417,1764595117013,32500
178,72777,1764595117373,1158
179,73137,1764595117733,45024
180,73497,1764595118093,54639
181,73857,1764595118453,1274
182,74217,1764595118813,32832
183,74577,1764595119173,66084
184,74937,1764595119533,1315
185,75297,1764595119893,16971
186,75657,1764595120253,76414
187,76017,1764595120613,2189
188,76377,1764595120973,5771
189,76737,1764595121333,86098
190,77097,1764595121693,2731
191,77457,1764595122053,1541
192,77817,1764595122413,1405
193,78177,1764595122773,1355
194,78537,1764595123133,1132
195,78897,1764595123493,1203
196,79257,1764595123853,1199
197,79617,1764595124213,930
198,79977,1764595124573,1150
199,80337,1764595124933,907
200,80697,1764595125293,1014
201,81057,1764595125653,878
202,81417,1764595126013,899
203,81777,1764595126373,960
204,82137,1764595126733,936
205,82497,1764595127093,1025
206,82857,1764595127453,1027
207,83217,1764595127813,996
208,83577,1764595128173,1027
209,83937,1764595128533,1052
210,84297,1764595128893,1168
211,84657,1764595129253,1062
212,85017,1764595129613,1014
213,85377,1764595129973,1015
214,85737,1764595130333,1002
