frame_idx,timestamp_ms,depth_raw_mm,depth_ema_mm,depth_kf_mm,depth_corr_mm,sig_mm,conf,conf_ema,vision_state,has_hand,has_main_hand,velocity_mm_s,motion_mm,gain,offset_mm,cos_tilt
0,1767152731232,-0.1636979989911828,-0.1636979989911828,-0.1636979989911828,-0.1636979989911828,-0.1636979989911828,0.9748284220695496,0.5848970532417297,ok,True,True,0.0,0.0,1.0,0.0,0.9804841750435145
1,1767152731265,0.35563134107677974,0.1478996050495947,0.11206699211936172,0.11206699211936172,0.11206699211936172,0.9627037644386292,0.8115810799598694,ok,True,True,0.05667388398873184,0.20773173602718503,1.0,0.0,0.9804841750435145
2,1767152731298,-0.2585865271510109,-0.09599207427076863,-0.0716646655500328,-0.0716646655500328,-0.0716646655500328,0.9739370346069336,0.9089946527481079,ok,True,True,0.003852028084297132,0.16259445288024227,1.0,0.0,0.9804841750435145
3,1767152731332,-0.4057758188635,-0.28186232102640746,-0.25754179332732335,-0.25754179332732335,-0.25754179332732335,0.9750275611877441,0.9486143978118896,ok,True,True,-0.06101660450583532,0.12391349783709255,1.0,0.0,0.9804841750435145
4,1767152731365,0.09606437576591881,-0.05510630295101171,-0.07870069021246903,-0.07870069021246903,-0.07870069021246903,0.9665622711181641,0.9593831217956543,ok,True,True,0.013095396430471501,0.15117067871693052,1.0,0.0,0.9804841750435145
5,1767152731398,-0.12636330008589858,-0.09786050123194383,-0.09560374662698407,-0.09560374662698407,-0.09560374662698407,0.9768657684326172,0.969872709777832,ok,True,True,0.004967422435246706,0.02850279885395475,1.0,0.0,0.9804841750435145
6,1767152731432,-0.1780663406265293,-0.14598400486869512,-0.14017432722441747,-0.14017432722441747,-0.14017432722441747,0.9743363261222839,0.9725508795845031,ok,True,True,-0.018553524828539624,0.032082335757834174,1.0,0.0,0.9804841750435145
7,1767152731465,-0.06914856369394896,-0.09988274016384743,-0.1045760887847762,-0.1045760887847762,-0.1045760887847762,0.9755377173423767,0.9743429822392273,ok,True,True,0.0024764070362166477,0.03073417646989847,1.0,0.0,0.9804841750435145
8,1767152731499,0.35244156923373277,0.17151184547470066,0.1399044978875913,0.1399044978875913,0.1399044978875913,0.9776080846786499,0.9763020437028809,ok,True,True,0.15726310280373598,0.1809297237590321,1.0,0.0,0.9804841750435145
9,1767152731532,0.45894546477157494,0.3439720170528252,0.32124236937472767,0.32124236937472767,0.32124236937472767,0.9692736864089966,0.9720850293265504,ok,True,True,0.2776581828740237,0.11497344771874973,1.0,0.0,0.9804841750435145
10,1767152731565,0.2250231156114804,0.2726026761880183,0.27921030705670513,0.27921030705670513,0.27921030705670513,0.9701067805290222,0.9708980800480335,ok,True,True,0.24013290261418696,0.04757956057653792,1.0,0.0,0.9804841750435145
11,1767152731598,0.20963749538835139,0.23482356770821816,0.24079367042439642,0.24079367042439642,0.24079367042439642,0.9757619500160217,0.9738164020288265,ok,True,True,0.2040528384458538,0.025186072319866776,1.0,0.0,0.9804841750435145
12,1767152731632,0.23583385585791505,0.2354297405980363,0.23681398944784351,0.23681398944784351,0.23681398944784351,0.9786537289619446,0.9767187981886973,ok,True,True,0.1952079356098953,0.0004041152598787401,1.0,0.0,0.9804841750435145
13,1767152731665,-0.25102877945081864,-0.05644537143127666,-0.022385043644053554,-0.022385043644053554,-0.022385043644053554,0.9793831706047058,0.9783174216383024,ok,True,True,-0.03359708625530941,0.194583408019542,1.0,0.0,0.9804841750435145
14,1767152731698,0.2590875799605598,0.1328743994038252,0.115129695331659,0.115129695331659,0.115129695331659,0.9739524126052856,0.9756984162184923,ok,True,True,0.09110225412374479,0.1262131805567346,1.0,0.0,0.9804841750435145
15,1767152731732,0.2997155027686655,0.23297906142272937,0.21996728693763556,0.21996728693763556,0.21996728693763556,0.9687735438346863,0.9715434927882086,ok,True,True,0.1863380532400813,0.06673644134593612,1.0,0.0,0.9804841750435145
16,1767152731765,0.16027936820260924,0.1893592454906573,0.19352710878245172,0.19352710878245172,0.19352710878245172,0.9750257134437561,0.9736328251815372,ok,True,True,0.15469002535288004,0.02907987728804806,1.0,0.0,0.9804841750435145
17,1767152731798,0.8159125443601225,0.5652912248123364,0.5238375610778194,0.5238375610778194,0.5238375610778194,0.9703256487846375,0.9716485193433972,ok,True,True,0.48011327699881257,0.2506213195477861,1.0,0.0,0.9804841750435145
18,1767152731831,0.31638277906566736,0.415946157364335,0.42994107859086494,0.42994107859086494,0.42994107859086494,0.9721304178237915,0.9719376584316337,ok,True,True,0.36688646035157096,0.09956337829866763,1.0,0.0,0.9804841750435145
19,1767152731865,0.4329272717382896,0.4261348259887077,0.42794446393990404,0.42794446393990404,0.42794446393990404,0.9730779528617859,0.9726218350897251,ok,True,True,0.35183972378075473,0.006792445749581877,1.0,0.0,0.9804841750435145
20,1767152731898,0.05194207227209689,0.20161917375874122,0.22845957785970186,0.22845957785970186,0.22845957785970186,0.9647098183631897,0.967874625053804,ok,True,True,0.12306321170321566,0.14967710148664432,1.0,0.0,0.9804841750435145
21,1767152731932,0.5429657793184269,0.40642713709455264,0.38684006506665447,0.38684006506665447,0.38684006506665447,0.9703771471977234,0.9693761383401556,ok,True,True,0.29381728825894615,0.1365386422238743,1.0,0.0,0.9804841750435145
22,1767152731965,0.6658208476372933,0.562063363420197,0.5434409343397275,0.5434409343397275,0.5434409343397275,0.9771723747253418,0.9740538801712673,ok,True,True,0.45951634100775,0.1037574842170963,1.0,0.0,0.9804841750435145
23,1767152731998,0.3538669087239592,0.43714549060245433,0.45082575645756345,0.45082575645756345,0.45082575645756345,0.9764190316200256,0.9754729710405222,ok,True,True,0.3355086440905046,0.08327858187849513,1.0,0.0,0.9804841750435145
24,1767152732031,0.719219352490895,0.6063898077355188,0.5901590258917929,0.5901590258917929,0.5901590258917929,0.9766328930854797,0.9761689242674967,ok,True,True,0.48514208066155107,0.11282954475537621,1.0,0.0,0.9804841750435145
25,1767152732065,0.06961513248357305,0.28432500258435134,0.320501912986554,0.320501912986554,0.320501912986554,0.9757400751113892,0.9759116147738321,ok,True,True,0.14646239915126202,0.2147098701007783,1.0,0.0,0.9804841750435145
26,1767152732102,0.0999955540373496,0.1737273334561503,0.1907562648208257,0.1907562648208257,0.1907562648208257,0.9762852787971497,0.9761358131878227,ok,True,True,-0.015199878401349481,0.0737317794188007,1.0,0.0,0.9804841750435145
27,1767152732132,0.3674880965942677,0.28998379133902075,0.27879078616279357,0.27879078616279357,0.27879078616279357,0.9695717096328735,0.9721973510548533,ok,True,True,0.09241754014495465,0.07750430525524693,1.0,0.0,0.9804841750435145
28,1767152732165,0.07389115095425214,0.1603282071081596,0.17396234646141717,0.17396234646141717,0.17396234646141717,0.9653253555297852,0.9680741537398123,ok,True,True,-0.040193441212678954,0.08643705615390745,1.0,0.0,0.9804841750435145
29,1767152732198,0.21155135849417955,0.19106209793977158,0.18899453743972272,0.18899453743972272,0.18899453743972272,0.9766034483909607,0.9731917305305013,ok,True,True,-0.019871144058735683,0.020489260554407973,1.0,0.0,0.9804841750435145
30,1767152732231,-0.012295909511210077,0.06904729346918259,0.08241694812760181,0.08241694812760181,0.08241694812760181,0.9799239635467529,0.9772310703402523,ok,True,True,-0.15254512999583003,0.08134320298039267,1.0,0.0,0.9804841750435145
31,1767152732265,0.2231149998423064,0.1614879172930569,0.15205904672815174,0.15205904672815174,0.15205904672815174,0.9727839827537537,0.9745628177883531,ok,True,True,-0.05816036146581316,0.06162708254924951,1.0,0.0,0.9804841750435145
32,1767152732298,0.656849255120183,0.45870471998933254,0.4241423553089835,0.4241423553089835,0.4241423553089835,0.9764200448989868,0.9756771540547333,ok,True,True,0.2905637184637192,0.19814453513085045,1.0,0.0,0.9804841750435145
33,1767152732331,0.7980555693757139,0.6623152296211613,0.6367318454818921,0.6367318454818921,0.6367318454818921,0.9663792848587036,0.9700984325371156,ok,True,True,0.5505576111440988,0.13574033975455257,1.0,0.0,0.9804841750435145
34,1767152732364,0.09015036634881021,0.3190163116577507,0.35663464626092617,0.35663464626092617,0.35663464626092617,0.9745669364929199,0.9727795349105982,ok,True,True,0.1657445563537373,0.22886594530894047,1.0,0.0,0.9804841750435145
35,1767152732398,0.4670434621172562,0.40783260193345394,0.4027214154698643,0.4027214154698643,0.4027214154698643,0.9777133464813232,0.9757398218530332,ok,True,True,0.21834154500906516,0.05921086018380228,1.0,0.0,0.9804841750435145
36,1767152732431,-0.061987382222892295,0.12594061143964622,0.15772153638359415,0.15772153638359415,0.15772153638359415,0.9687473773956299,0.9715443551785913,ok,True,True,-0.1104809892824481,0.1879279936625385,1.0,0.0,0.9804841750435145
37,1767152732464,0.06156311383112489,0.08731411287453342,0.0947777596805066,0.0947777596805066,0.0947777596805066,0.9779757261276245,0.9754031777480112,ok,True,True,-0.18808603854612044,0.02575099904340853,1.0,0.0,0.9804841750435145
38,1767152732498,0.15898621745542807,0.13031737562307022,0.12564164161416105,0.12564164161416105,0.12564164161416105,0.9752247333526611,0.9752961111108012,ok,True,True,-0.13925008859655638,0.02866884183235785,1.0,0.0,0.9804841750435145
39,1767152732531,0.0736899941713573,0.09634094675204247,0.09909819531987735,0.09909819531987735,0.09909819531987735,0.9708314538002014,0.9726173167244414,ok,True,True,-0.16816628510300788,0.02265095258068517,1.0,0.0,0.9804841750435145
40,1767152732565,0.1397958603672593,0.12241389492117258,0.11918060005759704,0.11918060005759704,0.11918060005759704,0.9658888578414917,0.9685802413946716,ok,True,True,-0.13413124763107936,0.017381965446086722,1.0,0.0,0.9804841750435145
41,1767152732599,0.14364082858887803,0.13515005512179584,0.13286522252605512,0.13286522252605512,0.13286522252605512,0.9738180041313171,0.9717228990366589,ok,True,True,-0.10999856357326929,0.008490773467082185,1.0,0.0,0.9804841750435145
42,1767152732636,0.28762885378501196,0.22663733431972552,0.2157471598770949,0.2157471598770949,0.2157471598770949,0.9701500535011292,0.970779191715341,ok,True,True,0.0053797343127635205,0.06099151946528644,1.0,0.0,0.9804841750435145
43,1767152732664,0.6764591677841039,0.49653043439835254,0.4651728574943882,0.4651728574943882,0.4651728574943882,0.9688466191291809,0.969619648163645,ok,True,True,0.3385371379833767,0.17992873338575133,1.0,0.0,0.9804841750435145
44,1767152732698,0.10052430900953034,0.25892675916505925,0.28323309448904077,0.28323309448904077,0.28323309448904077,0.9783247709274292,0.9748427218219156,ok,True,True,0.07963561738950042,0.1584024501555289,1.0,0.0,0.9804841750435145
45,1767152732731,0.2809332065829406,0.27213062761578805,0.2736676385955175,0.2736676385955175,0.2736676385955175,0.9726688861846924,0.9735384204395816,ok,True,True,0.06322592101283749,0.00880257896715253,1.0,0.0,0.9804841750435145
46,1767152732764,0.9151518063671334,0.6579433348665953,0.6152493423462886,0.6152493423462886,0.6152493423462886,0.9755319356918335,0.9747345295909328,ok,True,True,0.5200069813092196,0.25720847150053816,1.0,0.0,0.9804841750435145
47,1767152732798,0.07216694995801057,0.30647750392144446,0.3429052700837074,0.3429052700837074,0.3429052700837074,0.9749488830566406,0.9748631416703575,ok,True,True,0.12951776449740426,0.2343105539634339,1.0,0.0,0.9804841750435145
48,1767152732831,0.7587265446514436,0.5778269283594439,0.5520691888529621,0.5520691888529621,0.5520691888529621,0.9655085206031799,0.9692503690300509,ok,True,True,0.4061127541311365,0.1808996162919997,1.0,0.0,0.9804841750435145
49,1767152732864,0.4716873101338002,0.5141431574240577,0.5198910011980042,0.5198910011980042,0.5198910011980042,0.9720122218132019,0.9709074806999416,ok,True,True,0.3442921561145117,0.042455847290257476,1.0,0.0,0.9804841750435145
50,1767152732898,0.6051462145795523,0.5687449917173545,0.5645706164049746,0.5645706164049746,0.5645706164049746,0.9708171486854553,0.9708532814912498,ok,True,True,0.38925452677235817,0.036401222862197824,1.0,0.0,0.9804841750435145
51,1767152732931,0.5505465163652358,0.5578259065060833,0.5600281131456547,0.5600281131456547,0.5600281131456547,0.976254940032959,0.9740942766162753,ok,True,True,0.36550315967574115,0.0072793901408475525,1.0,0.0,0.9804841750435145
52,1767152732964,0.3760516282089342,0.44876133952779385,0.46254683398702373,0.46254683398702373,0.46254683398702373,0.9749714732170105,0.9746205945767163,ok,True,True,0.21664446844796376,0.07270971131885967,1.0,0.0,0.9804841750435145
53,1767152732998,0.23326479637351513,0.3194634136352266,0.3362468948791994,0.3362468948791994,0.3362468948791994,0.9771579504013062,0.9761430080714703,ok,True,True,0.03521480174581798,0.08619861726171149,1.0,0.0,0.9804841750435145
54,1767152733031,0.389523385326235,0.36149939664983166,0.3588108238237754,0.3588108238237754,0.3588108238237754,0.9690256714820862,0.9718726061178398,ok,True,True,0.06430721769018581,0.028023988676403322,1.0,0.0,0.9804841750435145
