idx,host_ms,val_raw,val_filt
91,1767152725167,48929,48880
92,1767152725187,48778,48857
93,1767152725207,48846,48846
94,1767152725226,48883,48874
95,1767152725246,48891,48865
96,1767152725266,48958,48871
97,1767152725286,48898,48895
98,1767152725306,49043,48934
99,1767152725325,48976,48953
100,1767152725345,49067,48988
101,1767152725365,48942,48985
102,1767152725385,48955,48996
103,1767152725405,49012,48990
104,1767152725424,48917,48978
105,1767152725444,49000,48965
106,1767152725504,48908,48958
107,1767152725523,48878,48943
108,1767152725583,48849,48910
109,1767152725603,48937,48914
110,1767152725622,48941,48902
111,1767152725642,49001,48921
112,1767152725662,48875,48920
113,1767152725682,48806,48912
114,1767152725701,48735,48871
115,1767152725761,48861,48855
116,1767152725781,48980,48851
117,1767152725801,48809,48838
118,1767152725860,48957,48868
119,1767152725880,49067,48934
120,1767152725900,48939,48950
121,1767152725919,48849,48924
122,1767152725939,48735,48909
123,1767152725959,48789,48875
124,1767152725979,48570,48776
125,1767152725998,44245,47837
126,1767152726018,44819,47031
127,1767152726038,45053,46295
128,1767152726058,48808,46299
129,1767152726078,48730,46331
130,1767152726098,50769,47635
131,1767152726117,52791,49230
132,1767152726137,55436,51306
133,1767152726157,55946,52734
134,1767152726177,57617,54511
135,1767152726197,60107,56379
136,1767152726216,62103,58241
137,1767152726236,63330,59820
138,1767152726256,63736,61378
139,1767152726276,65752,63005
140,1767152726296,66624,64309
141,1767152726315,66527,65193
142,1767152726335,67350,65997
143,1767152726355,67382,66727
144,1767152726375,67482,67073
145,1767152726434,68646,67477
146,1767152726454,68660,67904
147,1767152726474,69872,68408
148,1767152726533,70603,69052
149,1767152726553,69924,69541
150,1767152726573,69383,69688
151,1767152726592,69653,69887
152,1767152726612,69839,69880
153,1767152726632,68426,69445
154,1767152726652,67644,68989
155,1767152726672,67309,68574
156,1767152726691,67108,68065
157,1767152726711,67059,67509
158,1767152726731,66517,67127
159,1767152726751,66494,66897
160,1767152726770,65932,66622
161,1767152726790,66031,66406
162,1767152726810,66463,66287
163,1767152726830,65815,66147
164,1767152726850,66762,66200
165,1767152726870,66832,66380
166,1767152726889,67784,66731
167,1767152726909,67803,66999
168,1767152726929,67461,67328
169,1767152726949,67094,67394
170,1767152726968,67080,67444
171,1767152726988,67623,67412
172,1767152727008,67138,67279
173,1767152727028,66615,67110
174,1767152727048,65931,66877
175,1767152727067,65829,66627
176,1767152727087,64805,66063
177,1767152727107,63745,65385
178,1767152727127,62010,64464
179,1767152727147,63206,63919
180,1767152727166,61589,63071
181,1767152727226,54230,60956
182,1767152727245,50237,58254
183,1767152727305,45098,54872
184,1767152727364,40552,50341
185,1767152727384,40860,46195
186,1767152727443,39774,43304
187,1767152727463,39847,41226
188,1767152727483,40781,40362
189,1767152727503,39849,40222
190,1767152727523,39964,40043
191,1767152727542,40129,40114
192,1767152727602,40208,40186
193,1767152727621,40826,40195
194,1767152727641,41462,40517
195,1767152727661,41364,40797
196,1767152727681,41487,41069
197,1767152727701,43048,41637
198,1767152727721,43868,42245
199,1767152727740,45934,43140
200,1767152727760,49779,44823
201,1767152727780,51996,46925
202,1767152727800,55480,49411
203,1767152727859,60473,52732
204,1767152727879,61767,55899
205,1767152727899,63673,58677
206,1767152727918,65227,61324
207,1767152727938,66263,63480
208,1767152727958,67533,64892
209,1767152727978,68409,66221
210,1767152727998,68991,67284
211,1767152728017,69072,68053
212,1767152728037,69815,68764
213,1767152728057,70235,69304
214,1767152728077,71181,69858
215,1767152728096,71148,70290
216,1767152728116,70551,70586
217,1767152728136,71223,70867
218,1767152728156,71287,71078
219,1767152728176,70955,71032
220,1767152728195,71000,71003
221,1767152728215,70776,71048
222,1767152728275,70837,70971
223,1767152728295,70564,70826
224,1767152728314,69917,70618
225,1767152728334,69714,70361
226,1767152728354,69772,70160
227,1767152728374,69477,69888
228,1767152728393,69148,69605
229,1767152728413,69103,69442
230,1767152728433,69261,69352
231,1767152728453,69140,69225
232,1767152728473,68891,69108
233,1767152728492,69420,69163
234,1767152728512,69405,69223
235,1767152728532,69829,69337
236,1767152728552,69631,69435
237,1767152728572,69559,69568
238,1767152728591,69735,69631
239,1767152728611,69983,69747
240,1767152728631,70421,69865
241,1767152728651,70091,69957
242,1767152728671,70436,70133
243,1767152728690,70254,70237
244,1767152728710,70345,70309
245,1767152728730,70260,70277
246,1767152728750,69945,70248
247,1767152728770,70158,70192
248,1767152728789,70079,70157
249,1767152728809,70610,70210
250,1767152728829,70696,70297
251,1767152728849,70661,70440
252,1767152728869,70513,70511
253,1767152728888,70836,70663
254,1767152728908,71066,70754
255,1767152728928,71039,70823
256,1767152728948,71057,70902
257,1767152728967,71016,71002
258,1767152728987,71184,71072
259,1767152729007,70816,71022
260,1767152729027,70886,70991
261,1767152729047,70663,70913
262,1767152729066,70818,70873
263,1767152729086,70776,70791
264,1767152729106,70521,70732
265,1767152729126,70666,70688
266,1767152729146,70785,70713
267,1767152729166,70510,70651
268,1767152729185,70392,70574
269,1767152729205,70592,70589
270,1767152729225,70804,70616
271,1767152729245,70700,70599
272,1767152729264,70734,70644
273,1767152729284,70365,70639
274,1767152729304,70389,70598
275,1767152729324,70392,70516
276,1767152729344,70286,70433
277,1767152729363,70274,70341
278,1767152729383,70234,70315
279,1767152729403,69918,70220
280,1767152729423,70076,70157
281,1767152729443,69798,70060
282,1767152729462,69800,69965
283,1767152729482,70086,69935
284,1767152729502,70321,70016
285,1767152729522,70282,70057
286,1767152729542,69997,70097
287,1767152729561,70021,70141
288,1767152729581,70184,70161
289,1767152729601,70349,70166
290,1767152729621,70201,70150
291,1767152729640,70116,70174
292,1767152729660,70181,70206
293,1767152729720,70299,70229
294,1767152729739,70557,70270
295,1767152729759,70361,70302
296,1767152729779,70439,70367
297,1767152729799,70536,70438
298,1767152729819,70826,70543
299,1767152729838,71028,70638
300,1767152729858,71198,70805
301,1767152729878,71542,71026
302,1767152729937,71269,71172
303,1767152729957,71291,71265
304,1767152729977,71552,71370
305,1767152729997,71208,71372
306,1767152730017,71444,71352
307,1767152730036,71373,71373
308,1767152730056,71196,71354
309,1767152730076,71576,71359
310,1767152730096,71102,71338
311,1767152730195,71127,71274
312,1767152730214,71244,71249
313,1767152730234,71237,71257
314,1767152730254,71785,71299
315,1767152730313,71693,71417
316,1767152730333,71861,71564
317,1767152730353,71507,71616
318,1767152730373,71735,71716
319,1767152730393,71462,71651
320,1767152730412,71592,71631
321,1767152730432,71616,71582
322,1767152730452,71623,71605
323,1767152730472,71887,71636
324,1767152730491,71771,71697
325,1767152730511,71789,71737
326,1767152730531,71628,71739
327,1767152730551,71648,71744
328,1767152730571,71637,71694
329,1767152730590,71563,71653
330,1767152730610,71668,71628
331,1767152730630,71644,71632
332,1767152730650,71383,71579
333,1767152730670,70414,71334
334,1767152730690,70697,71161
335,1767152730709,70665,70960
336,1767152730729,70801,70792
337,1767152730749,70475,70610
338,1767152730769,70603,70648
339,1767152730788,71050,70718
340,1767152730848,70941,70774
341,1767152730868,70851,70784
342,1767152730887,70994,70887
343,1767152730907,71105,70988
344,1767152730927,71271,71032
345,1767152730947,71325,71109
346,1767152730967,71812,71301
347,1767152730986,72104,71523
348,1767152731006,72166,71735
349,1767152731026,72412,71963
350,1767152731046,72446,72188
351,1767152731066,72634,72352
352,1767152731085,72737,72479
353,1767152731105,72808,72607
354,1767152731125,73043,72733
355,1767152731145,72891,72822
356,1767152731165,72944,72884
357,1767152731224,72488,72834
358,1767152731244,72495,72772
359,1767152731264,72731,72709
360,1767152731283,72884,72708
361,1767152731303,72604,72640
362,1767152731323,72537,72650
363,1767152731343,72242,72599
364,1767152731362,72288,72511
365,1767152731382,72938,72521
366,1767152731402,73047,72610
367,1767152731422,72868,72676
368,1767152731442,72306,72689
369,1767152731461,72163,72664
370,1767152731481,72297,72536
371,1767152731501,72475,72421
372,1767152731521,72729,72394
373,1767152731541,72389,72410
374,1767152731560,72425,72463
375,1767152731580,72643,72532
376,1767152731600,72869,72611
377,1767152731620,72904,72646
378,1767152731640,72785,72725
379,1767152731659,72530,72746
380,1767152731679,72887,72795
381,1767152731699,73114,72844
382,1767152731719,72917,72846
383,1767152731739,72818,72853
384,1767152731758,73047,72956
385,1767152731778,73630,73105
386,1767152731798,73402,73162
387,1767152731818,73486,73276
388,1767152731838,73435,73400
389,1767152731857,73379,73466
390,1767152731877,73391,73418
391,1767152731897,73310,73400
392,1767152731917,73386,73380
393,1767152731936,73178,73328
394,1767152731956,73382,73329
395,1767152731976,73045,73260
396,1767152731996,73004,73199
397,1767152732016,73328,73187
398,1767152732035,73269,73205
399,1767152732055,73166,73162
400,1767152732075,73169,73187
401,1767152732095,73006,73187
402,1767152732115,73019,73125
403,1767152732135,72873,73046
404,1767152732154,72999,73013
405,1767152732174,72933,72966
406,1767152732194,72928,72950
407,1767152732214,73061,72958
408,1767152732233,72990,72982
409,1767152732253,72838,72950
410,1767152732273,72734,72910
411,1767152732293,72866,72897
412,1767152732313,73000,72885
413,1767152732332,72995,72886
414,1767152732352,72923,72903
415,1767152732372,73109,72978
416,1767152732392,73084,73022
417,1767152732412,73090,73040
418,1767152732431,73344,73110
419,1767152732451,73211,73167
420,1767152732471,73115,73168
421,1767152732491,73150,73182
422,1767152732510,72840,73132
423,1767152732530,72872,73037
424,1767152732550,72961,72987
425,1767152732570,73177,73000
426,1767152732590,73133,72996
427,1767152732610,73127,73054
428,1767152732629,73120,73103
429,1767152732649,73163,73144
430,1767152732669,72980,73104
431,1767152732689,72733,73024
432,1767152732708,72757,72950
433,1767152732728,72696,72865
434,1767152732748,72657,72764
435,1767152732768,72545,72677
436,1767152732827,72461,72623
437,1767152732847,72368,72545
438,1767152732867,72689,72544
439,1767152732887,72613,72535
440,1767152732946,72568,72539
441,1767152733005,72910,72629
442,1767152733025,72787,72713
443,1767152733045,72841,72743
444,1767152733065,72902,72801
445,1767152733084,73151,72918
446,1767152733104,73077,72951
447,1767152733124,72881,72970
448,1767152733144,73123,73026
449,1767152733164,73222,73090
450,1767152733183,73422,73145
451,1767152733203,73307,73191
452,1767152733223,73374,73289
453,1767152733243,73359,73336
454,1767152733263,73360,73364
455,1767152733282,73628,73405
456,1767152733302,73610,73466
457,1767152733322,73360,73463
458,1767152733381,73186,73428
459,1767152733401,73283,73413
460,1767152733421,73376,73363
461,1767152733441,73485,73338
462,1767152733500,73755,73417
463,1767152733520,73665,73512
464,1767152733540,73858,73627
465,1767152733559,73947,73742
466,1767152733579,74060,73857
467,1767152733599,73862,73878
468,1767152733619,73922,73929
469,1767152733639,74100,73978
470,1767152733698,73989,73986
471,1767152733718,74111,73996
472,1767152733738,74152,74054
473,1767152733757,74065,74083
474,1767152733777,74260,74115
475,1767152733797,74341,74185
476,1767152733817,74117,74187
477,1767152733876,74255,74207
478,1767152733896,74273,74249
479,1767152733916,74261,74249
480,1767152733935,74258,74232
481,1767152733955,74273,74264
482,1767152733975,74475,74308
483,1767152733995,74300,74313
484,1767152734015,74450,74351
485,1767152734035,74422,74384
486,1767152734054,74671,74463
487,1767152734074,74767,74522
488,1767152734094,74574,74576
489,1767152734114,74602,74607
490,1767152734134,74693,74661
491,1767152734153,74461,74619
492,1767152734173,74484,74562
493,1767152734193,74407,74529
494,1767152734213,74587,74526
495,1767152734233,74562,74500
496,1767152734252,74593,74526
497,1767152734272,74452,74520
498,1767152734292,74547,74548
499,1767152734312,74603,74551
500,1767152734331,74366,74512
501,1767152734351,74092,74412
502,1767152734371,73787,74279
503,1767152734391,73565,74082
504,1767152734410,72976,73757
505,1767152734430,72239,73331
506,1767152734450,70852,72683
507,1767152734470,70150,71956
508,1767152734490,69617,71166
509,1767152734509,69774,70526
510,1767152734569,71159,70310
511,1767152734589,71876,70515
512,1767152734609,72212,70927
513,1767152734628,74176,71839
514,1767152734648,75063,72897
515,1767152734668,75458,73757
516,1767152734688,75897,74561
517,1767152734708,80850,76288
518,1767152734727,86196,78692
519,1767152734747,91138,81907
520,1767152734767,97362,86288
521,1767152734787,105230,92155
522,1767152734807,115176,99020
523,1767152734826,126165,107014
524,1767152734846,134031,115592
525,1767152734866,141560,124432
526,1767152734886,149075,133201
527,1767152734905,156001,141366
528,1767152734925,163923,148918
529,1767152734945,168870,155885
530,1767152734965,171737,161921
531,1767152735024,164094,164925
532,1767152735044,159065,165537
533,1767152735064,151821,163117
534,1767152735084,142385,157820
535,1767152735103,131025,149678
536,1767152735123,119778,140814
537,1767152735143,105793,130160
538,1767152735163,91751,118146
539,1767152735183,78229,105315
540,1767152735242,54759,90062
541,1767152735262,53187,76743
542,1767152735281,51897,65964
543,1767152735341,51515,57917
544,1767152735361,53658,53003
545,1767152735380,55458,53143
546,1767152735400,57102,53926
547,1767152735420,60697,55686
548,1767152735440,64235,58230
549,1767152735460,69180,61334
550,1767152735479,74706,65184
551,1767152735499,80059,69775
552,1767152735519,85405,74717
553,1767152735578,105663,83002
554,1767152735598,115456,92257
555,1767152735618,124020,102120
556,1767152735638,131806,112470
557,1767152735658,141808,123750
558,1767152735717,161199,134857
559,1767152735737,164184,144603
560,1767152735757,166035,153006
561,1767152735776,162818,159208
562,1767152735796,159522,162751
563,1767152735816,156326,161777
564,1767152735836,149886,158917
565,1767152735855,144825,154675
566,1767152735875,135177,149147
567,1767152735935,100539,137350
568,1767152735954,87304,123546
569,1767152735974,73272,108223
570,1767152735994,60595,91377
571,1767152736014,53598,75061
572,1767152736034,52087,65371
573,1767152736053,49616,57833
574,1767152736073,49487,53076
575,1767152736093,48598,50677
576,1767152736232,66792,53316
577,1767152736251,72337,57366
578,1767152736271,76168,62676
579,1767152736291,82672,69313
580,1767152736311,87569,77107
581,1767152736330,93610,82471
582,1767152736350,101141,88232
583,1767152736370,109673,94933
584,1767152736390,118867,102172
585,1767152736410,128826,110423
586,1767152736430,137245,119150
587,1767152736449,145260,127974
588,1767152736469,152635,136566
589,1767152736489,158428,144478
590,1767152736509,162874,151288
591,1767152736528,164821,156803
592,1767152736548,165221,160795
593,1767152736568,164012,163071
594,1767152736588,162386,163862
595,1767152736647,146700,160628
596,1767152736667,140182,155700
597,1767152736687,129865,148629
598,1767152736707,117220,139270
599,1767152736726,105921,127977
600,1767152736746,89995,116636
601,1767152736766,76951,103990
602,1767152736786,65191,91055
603,1767152736806,56928,78997
604,1767152736825,48395,67492
605,1767152736845,46646,58822
606,1767152736865,45223,52476
607,1767152736885,42568,47952
608,1767152736905,42637,45093
609,1767152736924,43178,44050
610,1767152736944,44354,43592
611,1767152736964,46659,43879
612,1767152736984,49927,45351
613,1767152737004,53694,47562
614,1767152737023,56364,50199
615,1767152737043,60629,53454
616,1767152737063,64026,56928
617,1767152737083,68896,60721
618,1767152737103,73326,64648
619,1767152737122,77982,68971
620,1767152737142,83252,73496
621,1767152737162,90858,78862
622,1767152737182,97600,84603
623,1767152737202,105435,91025
624,1767152737221,114833,98395
625,1767152737241,123366,106418
626,1767152737261,131245,114495
627,1767152737280,139248,122825
628,1767152737300,146900,131118
629,1767152737320,152743,138700
630,1767152737340,156837,145394
631,1767152737360,162649,151675
632,1767152737379,165383,156902
633,1767152737399,167059,160934
634,1767152737419,167175,163820
635,1767152737439,164294,165312
636,1767152737459,161548,165091
637,1767152737479,159729,163961
638,1767152737498,154362,161421
639,1767152737518,148859,157758
640,1767152737538,143364,153572
641,1767152737558,135294,148321
642,1767152737578,124287,141233
643,1767152737597,112260,132812
644,1767152737617,97854,122611
645,1767152737638,82088,110356
646,1767152737657,68556,97009
647,1767152737676,57690,83689
648,1767152737696,52035,71644
649,1767152737716,47938,61661
650,1767152737736,46484,54540
651,1767152737756,44088,49647
652,1767152737775,43904,46889
653,1767152737795,45085,45499
654,1767152737815,46952,45302
655,1767152737835,51166,46239
656,1767152737855,54893,48400
657,1767152737874,58907,51400
658,1767152737934,70157,56415
659,1767152737954,74619,61948
660,1767152737973,78590,67433
661,1767152737993,82517,72958
662,1767152738013,90411,79258
663,1767152738033,97126,84652
664,1767152738053,104183,90565
665,1767152738072,110846,97016
666,1767152738092,122238,104960
667,1767152738112,130423,112963
668,1767152738132,139143,121366
669,1767152738152,147083,129946
670,1767152738171,155498,138877
671,1767152738231,167565,147942
672,1767152738251,168751,155608
673,1767152738270,167589,161297
674,1767152738290,166936,165267
675,1767152738310,163789,166926
676,1767152738330,159791,165371
677,1767152738350,156613,162943
678,1767152738369,151016,159629
679,1767152738389,146283,155498
680,1767152738409,140688,150878
681,1767152738428,132676,145455
682,1767152738449,121187,138370
683,1767152738468,108480,129862
684,1767152738488,93450,119296
685,1767152738508,81092,107377
686,1767152738607,44843,89810
687,1767152738627,44599,74492
688,1767152738646,44222,61641
689,1767152738666,45602,52071
690,1767152738686,47616,45376
691,1767152738706,50231,46454
692,1767152738725,53619,48258
693,1767152738745,56372,50688
694,1767152738765,59469,53461
695,1767152738785,64481,56834
696,1767152738805,68005,60389
697,1767152738824,72055,64076
698,1767152738844,76372,68076
699,1767152738864,80527,72288
700,1767152738884,86246,76641
701,1767152738904,93063,81652
702,1767152738963,116015,90444
703,1767152738983,126836,100537
704,1767152739003,135059,111443
705,1767152739062,158491,125892
706,1767152739082,161961,139672
707,1767152739141,167673,150004
708,1767152739161,164340,157504
709,1767152739181,162317,162956
710,1767152739201,158886,163035
711,1767152739220,153839,161411
712,1767152739240,149440,157764
713,1767152739300,131182,151132
714,1767152739319,119104,142490
715,1767152739339,107542,132221
716,1767152739359,93373,120128
717,1767152739379,81798,106599
718,1767152739398,68963,94156
719,1767152739418,60742,82483
720,1767152739438,54722,71919
721,1767152739497,46944,62633
722,1767152739517,46413,55556
723,1767152739537,48236,51411
724,1767152739557,50051,49273
725,1767152739577,53139,48956
726,1767152739636,60992,51766
727,1767152739656,64832,55450
728,1767152739676,66681,59139
729,1767152739695,69641,63057
730,1767152739715,73837,67196
731,1767152739735,76875,70373
732,1767152739755,81813,73769
733,1767152739775,87954,78024
734,1767152739794,93081,82712
735,1767152739814,100423,88029
736,1767152739834,107704,94195
737,1767152739854,117581,101348
738,1767152739874,124942,108746
739,1767152739893,132688,116667
740,1767152739913,140532,124689
741,1767152739933,147838,132716
742,1767152739953,152468,139693
743,1767152739972,157771,146259
744,1767152739992,162199,152161
745,1767152740012,164422,156939
746,1767152740032,163250,160022
747,1767152740052,161441,161816
748,1767152740071,159616,162185
749,1767152740091,156067,160959
750,1767152740111,151656,158406
751,1767152740131,146459,155047
752,1767152740151,140932,150946
753,1767152740170,134195,145861
754,1767152740190,125058,139660
755,1767152740210,115568,132442
756,1767152740230,104375,124025
757,1767152740249,93487,114536
758,1767152740269,82015,104100
759,1767152740289,72542,93597
760,1767152740309,66024,83688
761,1767152740329,59333,74680
762,1767152740349,54497,66882
763,1767152740368,50746,60628
764,1767152740388,48277,55775
765,1767152740408,48291,52228
766,1767152740428,46985,49759
767,1767152740448,47223,48304
768,1767152740467,48655,47886
769,1767152740487,50972,48425
770,1767152740507,53864,49539
771,1767152740527,57159,51574
772,1767152740546,61227,54375
773,1767152740566,63127,57269
774,1767152740586,67144,60504
775,1767152740606,70978,63927
776,1767152740626,75570,67609
777,1767152740645,80017,71367
778,1767152740665,85992,75940
779,1767152740685,93772,81265
780,1767152740705,99518,86973
781,1767152740725,106051,93070
782,1767152740744,117293,100525
783,1767152740764,124854,108297
784,1767152740784,131718,115886
785,1767152740804,141087,124200
786,1767152740824,147397,132469
787,1767152740883,159824,140976
788,1767152740903,162642,148533
789,1767152740923,162680,154726
790,1767152740942,161514,158811
791,1767152740962,160463,161424
792,1767152740982,156404,160740
793,1767152741002,153053,158822
794,1767152741022,148460,155978
795,1767152741041,142834,152242
796,1767152741061,132995,146749
797,1767152741081,124417,140351
798,1767152741101,114418,132624
799,1767152741120,103525,123637
800,1767152741140,92230,113517
801,1767152741160,80280,102974
802,1767152741180,69965,92083
803,1767152741200,63690,81938
804,1767152741220,57214,72675
805,1767152741239,52239,64677
806,1767152741259,50460,58713
807,1767152741279,48731,54466
808,1767152741299,48494,51427
809,1767152741318,49335,49851
810,1767152741338,50756,49555
811,1767152741358,53774,50218
812,1767152741378,57352,51942
813,1767152741398,60026,54248
814,1767152741417,62541,56889
815,1767152741437,66876,60113
816,1767152741457,71429,63644
817,1767152741477,75343,67243
818,1767152741497,79754,71188
819,1767152741516,83476,75375
820,1767152741536,89573,79915
821,1767152741556,95463,84721
822,1767152741576,101559,89965
823,1767152741595,109563,95926
824,1767152741615,116839,102599
825,1767152741635,124882,109661
826,1767152741695,147045,119977
827,1767152741754,161084,131882
828,1767152741774,163354,142640
829,1767152741794,164050,152083
830,1767152741813,162852,159677
831,1767152741833,159249,162117
832,1767152741853,157373,161375
833,1767152741912,142953,157295
834,1767152741972,119828,148451
835,1767152741995,108516,137583
836,1767152742011,98408,125415
837,1767152742031,87799,111500
838,1767152742051,78576,98625
839,1767152742071,69140,88487
840,1767152742090,62135,79211
841,1767152742110,55579,70645
842,1767152742130,50179,63121
843,1767152742189,45917,56590
844,1767152742209,45773,51916
845,1767152742229,46600,48809
846,1767152742249,48959,47485
847,1767152742269,50562,47562
848,1767152742288,53917,49162
849,1767152742308,57478,51503
850,1767152742328,60503,54283
851,1767152742348,63435,57179
852,1767152742367,66856,60437
853,1767152742387,70631,63780
854,1767152742407,74849,67254
855,1767152742427,80349,71224
856,1767152742447,85964,75729
857,1767152742466,91524,80663
858,1767152742486,97965,86130
859,1767152742506,106636,92487
860,1767152742526,115435,99504
861,1767152742546,121879,106687
862,1767152742565,128960,114175
863,1767152742585,134668,121515
864,1767152742605,142068,128602
865,1767152742625,146750,134865
866,1767152742645,153248,141138
867,1767152742664,157121,146771
868,1767152742724,163008,152439
869,1767152742743,161938,156413
870,1767152742763,159527,158968
871,1767152742783,156859,159690
872,1767152742803,152420,158750
873,1767152742823,147259,155600
874,1767152742842,142111,151635
875,1767152742862,134100,146549
876,1767152742882,124299,140037
877,1767152742902,114179,132389
878,1767152742922,103444,123626
879,1767152742942,92945,113793
880,1767152742961,83658,103705
881,1767152742981,73505,93546
882,1767152743001,64709,83652
883,1767152743021,56466,74256
884,1767152743041,52020,66071
885,1767152743060,49418,59223
886,1767152743080,47847,54092
887,1767152743100,46623,50474
888,1767152743159,48862,48954
889,1767152743179,52191,48988
890,1767152743199,55240,50152
891,1767152743219,57956,52174
892,1767152743239,62396,55329
893,1767152743258,64675,58491
894,1767152743278,69836,62020
895,1767152743298,74787,65930
896,1767152743318,78812,70101
897,1767152743337,83068,74235
898,1767152743357,90986,79497
899,1767152743377,97898,85110
900,1767152743397,104983,91149
901,1767152743417,113584,98103
902,1767152743436,120968,105683
903,1767152743456,128744,113235
904,1767152743476,135885,120832
905,1767152743496,142447,128325
906,1767152743515,148608,135330
907,1767152743535,153731,141883
908,1767152743555,157669,147668
909,1767152743575,160392,152569
910,1767152743595,161463,156372
911,1767152743614,160153,158681
912,1767152743634,156833,159302
913,1767152743654,154310,158630
914,1767152743674,150901,156732
915,1767152743694,147499,153939
916,1767152743713,143099,150528
917,1767152743733,135127,146187
918,1767152743753,124106,140146
919,1767152743773,113006,132567
920,1767152743793,102741,123615
921,1767152743813,90756,113147
922,1767152743832,80498,102221
923,1767152743852,71909,91782
924,1767152743872,64254,82031
925,1767152743892,57487,72980
926,1767152743911,53117,65453
927,1767152743931,50644,59482
928,1767152743951,48060,54712
929,1767152743971,47195,51300
930,1767152743990,45883,48979
931,1767152744010,47936,47943
932,1767152744030,50166,47848
933,1767152744050,52134,48662
934,1767152744070,55789,50381
935,1767152744089,57597,52724
936,1767152744149,71833,57503
937,1767152744169,75866,62643
938,1767152744189,80791,68375
939,1767152744208,87438,74705
940,1767152744228,93631,81911
941,1767152744287,115615,90668
942,1767152744307,123608,100216
943,1767152744327,131010,110260
944,1767152744386,149049,122582
945,1767152744406,154052,134666
946,1767152744426,157983,143140
947,1767152744446,159765,150371
948,1767152744466,160945,156358
949,1767152744485,158826,158314
950,1767152744505,156862,158876
951,1767152744525,153834,158046
952,1767152744545,150303,156154
953,1767152744564,146924,153349
954,1767152744584,140932,149771
955,1767152744604,134625,145323
956,1767152744624,125210,139598
957,1767152744683,98367,129211
958,1767152744703,88677,117562
959,1767152744723,78806,105137
960,1767152744743,71530,92518
961,1767152744762,64253,80326
962,1767152744782,57664,72186
963,1767152744802,52743,64999
964,1767152744861,47768,58791
965,1767152744881,48537,54193
966,1767152744901,50137,51369
967,1767152744921,52787,50394
968,1767152744941,54774,50800
969,1767152744960,57972,52841
970,1767152744980,60627,55259
971,1767152745000,63671,57966
972,1767152745020,68916,61192
973,1767152745039,73648,64966
974,1767152745099,91680,71708
975,1767152745119,98312,79245
976,1767152745139,104588,87428
977,1767152745158,111103,95866
978,1767152745178,119857,105108
979,1767152745238,143456,115463
980,1767152745257,148814,125563
981,1767152745277,153057,135257
982,1767152745297,157926,144622
983,1767152745317,159287,152508
984,1767152745336,157790,155374
985,1767152745356,155526,156717
986,1767152745376,153911,156888
987,1767152745396,152672,155837
988,1767152745416,148750,153729
989,1767152745435,144356,151043
990,1767152745455,139745,147886
991,1767152745475,132031,143510
992,1767152745495,121800,137336
993,1767152745515,116130,130812
994,1767152745534,106604,123262
995,1767152745554,94000,114113
996,1767152745574,83480,104402
